"geneid","CpG_count"
"SPU_012050",11
"SPU_012054",4
"SPU_012060",3
"SPU_012063",3
"SPU_012065",15
"SPU_012074",27
"SPU_012087",54
"SPU_012088",12
"SPU_012091",20
"SPU_012098",2
"SPU_012099",2
"SPU_012106",6
"SPU_012109",10
"SPU_012117",35
"SPU_012121",1
"SPU_012123",10
"SPU_012124",1
"SPU_012126",17
"SPU_012132",6
"SPU_012139",2
"SPU_012143",2
"SPU_012147",17
"SPU_012148",2
"SPU_012152",3
"SPU_012158",11
"SPU_012165",2
"SPU_012174",5
"SPU_012178",6
"SPU_012192",21
"SPU_012193",9
"SPU_012194",12
"SPU_012198",1
"SPU_012203",4
"SPU_012215",5
"SPU_012221",1
"SPU_012223",13
"SPU_012229",3
"SPU_012233",3
"SPU_012240",27
"SPU_012242",20
"SPU_012244",8
"SPU_012250",1
"SPU_012254",1
"SPU_012256",1
"SPU_012257",29
"SPU_012260",5
"SPU_012261",7
"SPU_012275",17
"SPU_012278",8
"SPU_012282",2
"SPU_012288",1
"SPU_012290",2
"SPU_012295",6
"SPU_012296",5
"SPU_012304",4
"SPU_012306",3
"SPU_012318",27
"SPU_012322",6
"SPU_012326",4
"SPU_012327",9
"SPU_012329",8
"SPU_012332",4
"SPU_012337",1
"SPU_012342",4
"SPU_012348",5
"SPU_012352",16
"SPU_012354",2
"SPU_012358",52
"SPU_012359",34
"SPU_012361",14
"SPU_012362",17
"SPU_012363",80
"SPU_012367",31
"SPU_012370",15
"SPU_012371",6
"SPU_012374",2
"SPU_012376",33
"SPU_012377",26
"SPU_012382",37
"SPU_012405",16
"SPU_012414",72
"SPU_012429",27
"SPU_012439",8
"SPU_012440",10
"SPU_012445",5
"SPU_012447",5
"SPU_012449",12
"SPU_012451",15
"SPU_012458",19
"SPU_012466",7
"SPU_012471",4
"SPU_012475",15
"SPU_012477",11
"SPU_012485",4
"SPU_012486",4
"SPU_012492",3
"SPU_012494",6
"SPU_012495",12
"SPU_012499",4
"SPU_012504",11
"SPU_012505",6
"SPU_012507",7
"SPU_012510",32
"SPU_012514",11
"SPU_012516",5
"SPU_012518",34
"SPU_012523",6
"SPU_012530",30
"SPU_012531",22
"SPU_012533",3
"SPU_012544",1
"SPU_012547",3
"SPU_012548",17
"SPU_012549",22
"SPU_012567",15
"SPU_012576",7
"SPU_012579",1
"SPU_012589",7
"SPU_012593",20
"SPU_012597",1
"SPU_012598",1
"SPU_012605",3
"SPU_012609",5
"SPU_012610",2
"SPU_012612",8
"SPU_012617",4
"SPU_012637",7
"SPU_012643",5
"SPU_012644",81
"SPU_012645",17
"SPU_012646",31
"SPU_012650",2
"SPU_012652",6
"SPU_012653",3
"SPU_012654",14
"SPU_012655",5
"SPU_012661",7
"SPU_012674",9
"SPU_012683",9
"SPU_012684",7
"SPU_012685",76
"SPU_012692",2
"SPU_012694",1
"SPU_012698",2
"SPU_012700",18
"SPU_012701",13
"SPU_012711",13
"SPU_012712",16
"SPU_012727",5
"SPU_012739",2
"SPU_012743",9
"SPU_012745",3
"SPU_012749",1
"SPU_012752",11
"SPU_012770",7
"SPU_012776",3
"SPU_012778",2
"SPU_012781",6
"SPU_012792",3
"SPU_012793",19
"SPU_012806",7
"SPU_012808",19
"SPU_012809",1
"SPU_012810",5
"SPU_012812",7
"SPU_012813",10
"SPU_012818",1
"SPU_012830",1
"SPU_012833",46
"SPU_012842",25
"SPU_012843",2
"SPU_012848",4
"SPU_012852",1
"SPU_012853",20
"SPU_012856",9
"SPU_012860",4
"SPU_012866",11
"SPU_012869",28
"SPU_012870",25
"SPU_012871",1
"SPU_012873",12
"SPU_012874",23
"SPU_012877",62
"SPU_012898",4
"SPU_012905",1
"SPU_012910",8
"SPU_012914",6
"SPU_012929",38
"SPU_012930",8
"SPU_012933",6
"SPU_012936",3
"SPU_012937",8
"SPU_012938",2
"SPU_012940",29
"SPU_012941",10
"SPU_012943",1
"SPU_012945",8
"SPU_012949",8
"SPU_012950",12
"SPU_012951",11
"SPU_012955",74
"SPU_012959",2
"SPU_012973",3
"SPU_012975",1
"SPU_012977",17
"SPU_012980",2
"SPU_012982",29
"SPU_012994",43
"SPU_012996",3
"SPU_012998",12
"SPU_013005",3
"SPU_013015",5
"SPU_013019",35
"SPU_013030",13
"SPU_013046",6
"SPU_013048",5
"SPU_013052",8
"SPU_013058",3
"SPU_013067",4
"SPU_013071",54
"SPU_013077",11
"SPU_013078",10
"SPU_013083",14
"SPU_013095",2
"SPU_013096",2
"SPU_013100",69
"SPU_013102",13
"SPU_013103",2
"SPU_013113",5
"SPU_013117",1
"SPU_013123",51
"SPU_013124",151
"SPU_013125",16
"SPU_013126",33
"SPU_013133",5
"SPU_013134",8
"SPU_013176",10
"SPU_013177",5
"SPU_013178",15
"SPU_013179",105
"SPU_013183",1
"SPU_013190",26
"SPU_013191",5
"SPU_013192",3
"SPU_013195",6
"SPU_013197",12
"SPU_013199",8
"SPU_013204",2
"SPU_013205",1
"SPU_013206",1
"SPU_013219",133
"SPU_013225",1
"SPU_013231",15
"SPU_013232",1
"SPU_013237",97
"SPU_013238",1
"SPU_013241",2
"SPU_013242",8
"SPU_013247",24
"SPU_013250",1
"SPU_013264",4
"SPU_013269",22
"SPU_013274.b",6
"SPU_013282",1
"SPU_013286",12
"SPU_013301",1
"SPU_013304",35
"SPU_013315",16
"SPU_013322",1
"SPU_013323",4
"SPU_013327",4
"SPU_013331",11
"SPU_013334",31
"SPU_013341",20
"SPU_013344",15
"SPU_013346",6
"SPU_013350",8
"SPU_013353",4
"SPU_013362",2
"SPU_013364",39
"SPU_013370",3
"SPU_013373",5
"SPU_013379",1
"SPU_013384",1
"SPU_013392",9
"SPU_013393",72
"SPU_013398",4
"SPU_013407",10
"SPU_013409",1
"SPU_013412",33
"SPU_013413",19
"SPU_013415",5
"SPU_013417",23
"SPU_013419",23
"SPU_013437",3
"SPU_013440",8
"SPU_013442",11
"SPU_013448",42
"SPU_013450",3
"SPU_013453",4
"SPU_013458",7
"SPU_013459",1
"SPU_013460",1
"SPU_013462",6
"SPU_013466",1
"SPU_013474",1
"SPU_013476",149
"SPU_013479",1
"SPU_013486",3
"SPU_013488",6
"SPU_013491",2
"SPU_013510",9
"SPU_013516",50
"SPU_013521",58
"SPU_013525",1
"SPU_013535",10
"SPU_013541",8
"SPU_013543",2
"SPU_013544",2
"SPU_013549",5
"SPU_013552",4
"SPU_013553",5
"SPU_013557",7
"SPU_013564",12
"SPU_013570",1
"SPU_013572",5
"SPU_013574",5
"SPU_013575",2
"SPU_013580",1
"SPU_013589",30
"SPU_013603",1
"SPU_013604",1
"SPU_013606",26
"SPU_013608",9
"SPU_013617",27
"SPU_013618",6
"SPU_013625",26
"SPU_013626",17
"SPU_013636",16
"SPU_013639",8
"SPU_013645",9
"SPU_013646",15
"SPU_013650",2
"SPU_013655",8
"SPU_013662",1
"SPU_013667",2
"SPU_013673",1
"SPU_013681",4
"SPU_013683",14
"SPU_013685",9
"SPU_013695",12
"SPU_013700",2
"SPU_013702",19
"SPU_013709",46
"SPU_013711",5
"SPU_013712",4
"SPU_013723",5
"SPU_013726",20
"SPU_013744",4
"SPU_013749",3
"SPU_013754",7
"SPU_013756",2
"SPU_013758",2
"SPU_013760",21
"SPU_013762",15
"SPU_013763",12
"SPU_013768",4
"SPU_013769",2
"SPU_013770",3
"SPU_013772",2
"SPU_013775",2
"SPU_013776",1
"SPU_013785",1
"SPU_013786",42
"SPU_013802",66
"SPU_013811",2
"SPU_013817",12
"SPU_013818",5
"SPU_013822",1
"SPU_013823",12
"SPU_013828",29
"SPU_013835",17
"SPU_013838",4
"SPU_013843",9
"SPU_013850",4
"SPU_013851",5
"SPU_013855",12
"SPU_013856",3
"SPU_013859",1
"SPU_013869",11
"SPU_013872",8
"SPU_013873",8
"SPU_013874",5
"SPU_013876",5
"SPU_013880",16
"SPU_013881",20
"SPU_013889",17
"SPU_013890",2
"SPU_013893",2
"SPU_013894",1
"SPU_013903",13
"SPU_013905",8
"SPU_013915",1
"SPU_013917",22
"SPU_013921",4
"SPU_013927",2
"SPU_013945",9
"SPU_013950",9
"SPU_013953",4
"SPU_013960",4
"SPU_013961",1
"SPU_013970",7
"SPU_013978",5
"SPU_013979",1
"SPU_013980",2
"SPU_013982",3
"SPU_013983",7
"SPU_013984",12
"SPU_013990",48
"SPU_014013",3
"SPU_014016",38
"SPU_014020",3
"SPU_014023",15
"SPU_014024",3
"SPU_014025",11
"SPU_014026",24
"SPU_014030",2
"SPU_014036",2
"SPU_014040",24
"SPU_014045",18
"SPU_014054",3
"SPU_014059",4
"SPU_014064",4
"SPU_014072",3
"SPU_014074",4
"SPU_014076",32
"SPU_014084",9
"SPU_014087",17
"SPU_014088",2
"SPU_014089",41
"SPU_014090",2
"SPU_014092",11
"SPU_014107",201
"SPU_014109",22
"SPU_014118",1
"SPU_014120",1
"SPU_014121",2
"SPU_014126",5
"SPU_014127",21
"SPU_014143",13
"SPU_014155",8
"SPU_014157",107
"SPU_014164",2
"SPU_014170",17
"SPU_014179",9
"SPU_014198",2
"SPU_014200",1
"SPU_014201",1
"SPU_014202",5
"SPU_014207",9
"SPU_014208",27
"SPU_014213",16
"SPU_014215",63
"SPU_014218",1
"SPU_014222",4
"SPU_014224",1
"SPU_014225",4
"SPU_014235",10
"SPU_014244",1
"SPU_014245",8
"SPU_014247",2
"SPU_014248",8
"SPU_014249",4
"SPU_014254",2
"SPU_014256",1
"SPU_014258",7
"SPU_014259",3
"SPU_014261",9
"SPU_014270",3
"SPU_014272",10
"SPU_014276",4
"SPU_014283",1
"SPU_014285",3
"SPU_014287",11
"SPU_014292",6
"SPU_014299",5
"SPU_014300",8
"SPU_014304",3
"SPU_014316",21
"SPU_014336",2
"SPU_014339",1
"SPU_014340",20
"SPU_014348",18
"SPU_014353",12
"SPU_014360",12
"SPU_014362",4
"SPU_014370",2
"SPU_014373",14
"SPU_014375",3
"SPU_014376",35
"SPU_014382",3
"SPU_014384",7
"SPU_014385",11
"SPU_014397",1
"SPU_014398",6
"SPU_014399",5
"SPU_014403",12
"SPU_014405",24
"SPU_014406",1
"SPU_014409",12
"SPU_014415",5
"SPU_014416",22
"SPU_014417",3
"SPU_014418",13
"SPU_014439",29
"SPU_014456",239
"SPU_014457",8
"SPU_014459",34
"SPU_014461",14
"SPU_014464",135
"SPU_014465",11
"SPU_014476",6
"SPU_014485",4
"SPU_014488",10
"SPU_014489",4
"SPU_014492",155
"SPU_014493",2
"SPU_014495",16
"SPU_014496",3
"SPU_014509",6
"SPU_014510",5
"SPU_014514",2
"SPU_014517",3
"SPU_014518",1
"SPU_014519",15
"SPU_014521",1
"SPU_014522",16
"SPU_014524",5
"SPU_014525",3
"SPU_014526",3
"SPU_014530",9
"SPU_014534",12
"SPU_014540",1
"SPU_014549",7
"SPU_014575",4
"SPU_014576",14
"SPU_014579",79
"SPU_014580",14
"SPU_014581",20
"SPU_014595",17
"SPU_014598",22
"SPU_014601",2
"SPU_014602",1
"SPU_014606",2
"SPU_014607",2
"SPU_014611",17
"SPU_014615",6
"SPU_014616",6
"SPU_014617",46
"SPU_014622",1
"SPU_014623",6
"SPU_014624",2
"SPU_014628",3
"SPU_014637",18
"SPU_014639",8
"SPU_014640",14
"SPU_014641",7
"SPU_014643",8
"SPU_014645",4
"SPU_014650",26
"SPU_014653",1
"SPU_014655",1
"SPU_014656",30
"SPU_014661",14
"SPU_014662",6
"SPU_014663",9
"SPU_014667",29
"SPU_014672",1
"SPU_014677",10
"SPU_014680",6
"SPU_014689",7
"SPU_014697",1
"SPU_014707",2
"SPU_014709",3
"SPU_014712",5
"SPU_014718",84
"SPU_014727",3
"SPU_014728",9
"SPU_014729",2
"SPU_014730",2
"SPU_014734",2
"SPU_014735",25
"SPU_014742",2
"SPU_014744",10
"SPU_014745",4
"SPU_014748",7
"SPU_014753",5
"SPU_014755",4
"SPU_014758",43
"SPU_014760",5
"SPU_014765",4
"SPU_014769",9
"SPU_014774",11
"SPU_014775",16
"SPU_014777",7
"SPU_014781",2
"SPU_014785",3
"SPU_014789",10
"SPU_014790",38
"SPU_014791",26
"SPU_014793",14
"SPU_014800",2
"SPU_014802",7
"SPU_014807",1
"SPU_014814",10
"SPU_014815",3
"SPU_014817",18
"SPU_014818",4
"SPU_014823",7
"SPU_014827",7
"SPU_014828",3
"SPU_014829",7
"SPU_014838",29
"SPU_014847",61
"SPU_014871",2
"SPU_014873",29
"SPU_014874",2
"SPU_014876",2
"SPU_014877",7
"SPU_014882",3
"SPU_014884",1
"SPU_014885",4
"SPU_014888",5
"SPU_014894",20
"SPU_014896",1
"SPU_014897",3
"SPU_014901",2
"SPU_014907",3
"SPU_014914",6
"SPU_014921",1
"SPU_014924",15
"SPU_014932",11
"SPU_014934",1
"SPU_014937",2
"SPU_014947",13
"SPU_014948",14
"SPU_014953",3
"SPU_014959",1
"SPU_014960",11
"SPU_014964",8
"SPU_014971",4
"SPU_014972",2
"SPU_014975",1
"SPU_014982",2
"SPU_014984",29
"SPU_014985",14
"SPU_014986",10
"SPU_015007",15
"SPU_015009",2
"SPU_015019",17
"SPU_015021",8
"SPU_015023",3
"SPU_015031",8
"SPU_015034",4
"SPU_015044",1
"SPU_015049",4
"SPU_015058",4
"SPU_015062",11
"SPU_015063",1
"SPU_015064",49
"SPU_015065",26
"SPU_015081",154
"SPU_015083",9
"SPU_015085",6
"SPU_015090",2
"SPU_015091",3
"SPU_015092",2
"SPU_015097",52
"SPU_015100",20
"SPU_015108",6
"SPU_015113",3
"SPU_015122",1
"SPU_015123",1
"SPU_015126",108
"SPU_015132",6
"SPU_015157",4
"SPU_015161",4
"SPU_015162",5
"SPU_015163",62
"SPU_015179",4
"SPU_015180",5
"SPU_015184",6
"SPU_015194",10
"SPU_015198",29
"SPU_015205",1
"SPU_015206",11
"SPU_015209",11
"SPU_015210",5
"SPU_015212",4
"SPU_015215",13
"SPU_015224",2
"SPU_015241",17
"SPU_015243",1
"SPU_015256",14
"SPU_015263",2
"SPU_015270",4
"SPU_015277",3
"SPU_015281",6
"SPU_015282",38
"SPU_015287",2
"SPU_015290",9
"SPU_015295",5
"SPU_015298",15
"SPU_015307",1
"SPU_015308",9
"SPU_015311",98
"SPU_015314",2
"SPU_015325",141
"SPU_015326",4
"SPU_015331",4
"SPU_015335",4
"SPU_015341",10
"SPU_015352",16
"SPU_015353",17
"SPU_015359",8
"SPU_015363",1
"SPU_015367",3
"SPU_015368",1
"SPU_015374",5
"SPU_015377",13
"SPU_015380",3
"SPU_015391",1
"SPU_015396",4
"SPU_015403",2
"SPU_015404",8
"SPU_015406",1
"SPU_015413",8
"SPU_015415",11
"SPU_015420",9
"SPU_015422",4
"SPU_015433",5
"SPU_015436",25
"SPU_015437",4
"SPU_015442",3
"SPU_015444",2
"SPU_015447",13
"SPU_015451",1
"SPU_015453",23
"SPU_015457",2
"SPU_015458",7
"SPU_015464",18
"SPU_015465.a",15
"SPU_015465.b",19
"SPU_015466",2
"SPU_015470",5
"SPU_015471",10
"SPU_015472",4
"SPU_015474",3
"SPU_015480",11
"SPU_015482",9
"SPU_015485",11
"SPU_015508",6
"SPU_015529",19
"SPU_015530",33
"SPU_015539",108
"SPU_015542",4
"SPU_015545",3
"SPU_015548",20
"SPU_015549",55
"SPU_015551",49
"SPU_015554",21
"SPU_015558",8
"SPU_015562",6
"SPU_015573",5
"SPU_015575",4
"SPU_015581",4
"SPU_015583",5
"SPU_015587",11
"SPU_015595",9
"SPU_015596",4
"SPU_015598",5
"SPU_015607",2
"SPU_015615",1
"SPU_015630",3
"SPU_015633",4
"SPU_015634",5
"SPU_015635",11
"SPU_015637",174
"SPU_015638",6
"SPU_015640",45
"SPU_015642",5
"SPU_015652",1
"SPU_015653",7
"SPU_015669",7
"SPU_015673",24
"SPU_015674",36
"SPU_015677",4
"SPU_015678",79
"SPU_015692",8
"SPU_015695",10
"SPU_015696",106
"SPU_015697",59
"SPU_015706",10
"SPU_015712",7
"SPU_015724",1
"SPU_015737",5
"SPU_015738",5
"SPU_015740",34
"SPU_015749",3
"SPU_015753",7
"SPU_015755",5
"SPU_015756",16
"SPU_015759",6
"SPU_015763",7
"SPU_015765",10
"SPU_015768",10
"SPU_015771",16
"SPU_015788",4
"SPU_015792",6
"SPU_015794",5
"SPU_015798",8
"SPU_015806",22
"SPU_015811",2
"SPU_015812",2
"SPU_015820",5
"SPU_015823",3
"SPU_015832",14
"SPU_015833",8
"SPU_015836",7
"SPU_015839",20
"SPU_015844",10
"SPU_015849",3
"SPU_015850",6
"SPU_015851",2
"SPU_015860",3
"SPU_015864",4
"SPU_015867",7
"SPU_015868",9
"SPU_015876",1
"SPU_015882",9
"SPU_015889",9
"SPU_015890",22
"SPU_015906",23
"SPU_015908",4
"SPU_015909",8
"SPU_015910",5
"SPU_015917",23
"SPU_015918",1
"SPU_015919",2
"SPU_015920",23
"SPU_015921",14
"SPU_015923",1
"SPU_015924",19
"SPU_015931",2
"SPU_015946",11
"SPU_015948",4
"SPU_015950",4
"SPU_015953",3
"SPU_015958",13
"SPU_015960",1
"SPU_015963",7
"SPU_015964",3
"SPU_015967",1
"SPU_015974",7
"SPU_015977",8
"SPU_015981",3
"SPU_015983",4
"SPU_015989",4
"SPU_015991",3
"SPU_015992",26
"SPU_015996",1
"SPU_016002",7
"SPU_016003",14
"SPU_016009",32
"SPU_016010",24
"SPU_016011",14
"SPU_016018",1
"SPU_016022",3
"SPU_016033",3
"SPU_016034",1
"SPU_016035",90
"SPU_016036",12
"SPU_016045",1
"SPU_016052",20
"SPU_016064",4
"SPU_016066",9
"SPU_016067",37
"SPU_016076",6
"SPU_016082.b",2
"SPU_016084",2
"SPU_016085",35
"SPU_016088",23
"SPU_016089",1
"SPU_016091",6
"SPU_016093",1
"SPU_016094",8
"SPU_016095",2
"SPU_016099",187
"SPU_016110",8
"SPU_016115",5
"SPU_016116",1
"SPU_016117",3
"SPU_016122",21
"SPU_016130",192
"SPU_016131",21
"SPU_016134",3
"SPU_016141",1
"SPU_016142",2
"SPU_016143",21
"SPU_016147",7
"SPU_016150",2
"SPU_016152",10
"SPU_016160",3
"SPU_016168",6
"SPU_016171",23
"SPU_016172",8
"SPU_016173",12
"SPU_016178",16
"SPU_016179",16
"SPU_016184",6
"SPU_016185",1
"SPU_016194",17
"SPU_016196",17
"SPU_016197",29
"SPU_016206",7
"SPU_016207",3
"SPU_016209",3
"SPU_016212",15
"SPU_016213",2
"SPU_016214",4
"SPU_016216",1
"SPU_016219",6
"SPU_016221",4
"SPU_016226",9
"SPU_016227",2
"SPU_016233",20
"SPU_016251",5
"SPU_016262",4
"SPU_016264",5
"SPU_016265",2
"SPU_016268",14
"SPU_016270",8
"SPU_016282",1
"SPU_016283",6
"SPU_016285",2
"SPU_016293",10
"SPU_016307",2
"SPU_016309",33
"SPU_016313",2
"SPU_016314",1
"SPU_016316",1
"SPU_016319",274
"SPU_016329",49
"SPU_016339",9
"SPU_016342",16
"SPU_016343",19
"SPU_016346",2
"SPU_016350",4
"SPU_016352",7
"SPU_016363",5
"SPU_016368",12
"SPU_016370",1
"SPU_016372",19
"SPU_016373",52
"SPU_016378",2
"SPU_016385",1
"SPU_016396",8
"SPU_016405",11
"SPU_016407",4
"SPU_016411",3
"SPU_016413",1
"SPU_016416",4
"SPU_016418",3
"SPU_016422",1
"SPU_016424",1
"SPU_016428",8
"SPU_016429",6
"SPU_016432",1
"SPU_016435",181
"SPU_016440",23
"SPU_016442",6
"SPU_016445",1
"SPU_016447",5
"SPU_016453",5
"SPU_016456",83
"SPU_016467",1
"SPU_016468",4
"SPU_016479",7
"SPU_016481",11
"SPU_016484",7
"SPU_016493",1
"SPU_016500",9
"SPU_016503",20
"SPU_016504",3
"SPU_016507",2
"SPU_016508",1
"SPU_016509",1
"SPU_016518",7
"SPU_016520",2
"SPU_016521",2
"SPU_016527",5
"SPU_016534",13
"SPU_016535",13
"SPU_016544",3
"SPU_016561",3
"SPU_016578",5
"SPU_016585",7
"SPU_016587",25
"SPU_016588",96
"SPU_016589",11
"SPU_016592",3
"SPU_016594",42
"SPU_016595",7
"SPU_016609",26
"SPU_016613",6
"SPU_016617",3
"SPU_016627",7
"SPU_016628",1
"SPU_016629",12
"SPU_016645",2
"SPU_016650",14
"SPU_016652",4
"SPU_016660",18
"SPU_016664",2
"SPU_016671",34
"SPU_016678",10
"SPU_016681",151
"SPU_016683",15
"SPU_016684",4
"SPU_016685",60
"SPU_016696",8
"SPU_016700",26
"SPU_016702",6
"SPU_016711",24
"SPU_016712",16
"SPU_016713",4
"SPU_016716",15
"SPU_016717",34
"SPU_016722",4
"SPU_016727",1
"SPU_016732",6
"SPU_016736",44
"SPU_016737",1
"SPU_016739",3
"SPU_016745",4
"SPU_016746",1
"SPU_016747",4
"SPU_016748",2
"SPU_016751",2
"SPU_016757",2
"SPU_016762",10
"SPU_016765",6
"SPU_016775",1
"SPU_016788",23
"SPU_016789",13
"SPU_016794",16
"SPU_016795",7
"SPU_016799",22
"SPU_016800",53
"SPU_016802",73
"SPU_016805",4
"SPU_016807",8
"SPU_016810",3
"SPU_016820",1
"SPU_016829",75
"SPU_016830",21
"SPU_016842",8
"SPU_016843",4
"SPU_016844",2
"SPU_016854",3
"SPU_016855",3
"SPU_016860",32
"SPU_016862",20
"SPU_016865",10
"SPU_016875",10
"SPU_016878",1
"SPU_016884",17
"SPU_016885",1
"SPU_016892",2
"SPU_016895",10
"SPU_016896",27
"SPU_016903",6
"SPU_016907",2
"SPU_016910",4
"SPU_016911",8
"SPU_016916",3
"SPU_016918",21
"SPU_016928",34
"SPU_016936",8
"SPU_016938",4
"SPU_016956",4
"SPU_016957",1
"SPU_016960",10
"SPU_016962",50
"SPU_016969",4
"SPU_016970",6
"SPU_016979",7
"SPU_016980",31
"SPU_016981",105
"SPU_016983",27
"SPU_016989",8
"SPU_016992",2
"SPU_016996",1
"SPU_017007",2
"SPU_017008",25
"SPU_017009",9
"SPU_017018",10
"SPU_017022",2
"SPU_017024",6
"SPU_017026",1
"SPU_017042",19
"SPU_017043",31
"SPU_017051",10
"SPU_017065",2
"SPU_017066",16
"SPU_017068",12
"SPU_017069",7
"SPU_017070",14
"SPU_017071",14
"SPU_017072",4
"SPU_017073",4
"SPU_017078",11
"SPU_017096",2
"SPU_017113",18
"SPU_017126",9
"SPU_017127",25
"SPU_017128",24
"SPU_017131",6
"SPU_017132",1
"SPU_017134",16
"SPU_017135",3
"SPU_017142",1
"SPU_017155",7
"SPU_017156",18
"SPU_017163",4
"SPU_017169",4
"SPU_017171",28
"SPU_017192",121
"SPU_017197",20
"SPU_017198",8
"SPU_017202",1
"SPU_017212",13
"SPU_017225",11
"SPU_017233",127
"SPU_017236",16
"SPU_017239",18
"SPU_017249",69
"SPU_017253",17
"SPU_017255",1
"SPU_017256",2
"SPU_017257",2
"SPU_017258",9
"SPU_017261",5
"SPU_017262",2
"SPU_017279",6
"SPU_017280",4
"SPU_017281",7
"SPU_017284",7
"SPU_017286",2
"SPU_017289",3
"SPU_017290",2
"SPU_017291",3
"SPU_017296",13
"SPU_017312",1
"SPU_017318",5
"SPU_017320",9
"SPU_017326",7
"SPU_017333",1
"SPU_017337",10
"SPU_017339",73
"SPU_017341",5
"SPU_017342",4
"SPU_017343",12
"SPU_017346",2
"SPU_017347",1
"SPU_017353",19
"SPU_017354",7
"SPU_017357",4
"SPU_017361",1
"SPU_017370",130
"SPU_017374",26
"SPU_017375",1
"SPU_017379",14
"SPU_017380",7
"SPU_017385",1
"SPU_017389",39
"SPU_017395",2
"SPU_017403",2
"SPU_017405",14
"SPU_017406",1
"SPU_017409",5
"SPU_017410",4
"SPU_017412",18
"SPU_017413",68
"SPU_017414",92
"SPU_017418",2
"SPU_017419",47
"SPU_017424",5
"SPU_017426",5
"SPU_017437",26
"SPU_017438",13
"SPU_017441",4
"SPU_017453",2
"SPU_017457",4
"SPU_017462",18
"SPU_017468.b",8
"SPU_017470",1
"SPU_017471",105
"SPU_017478",10
"SPU_017483",7
"SPU_017484",8
"SPU_017485",10
"SPU_017489",6
"SPU_017494",13
"SPU_017499",1
"SPU_017502",1
"SPU_017503",16
"SPU_017511",2
"SPU_017523",4
"SPU_017528",1
"SPU_017530",13
"SPU_017533",4
"SPU_017534",4
"SPU_017536",10
"SPU_017537",2
"SPU_017538",13
"SPU_017539",3
"SPU_017541",5
"SPU_017543",36
"SPU_017544",22
"SPU_017545",4
"SPU_017546",8
"SPU_017552",2
"SPU_017561",6
"SPU_017582",1
"SPU_017585",29
"SPU_017586",41
"SPU_017598",25
"SPU_017601",29
"SPU_017612",13
"SPU_017614",1
"SPU_017615",27
"SPU_017633",2
"SPU_017634",5
"SPU_017635",6
"SPU_017636",3
"SPU_017637",1
"SPU_017638",14
"SPU_017639",17
"SPU_017641",1
"SPU_017642",10
"SPU_017644",15
"SPU_017646",3
"SPU_017649",86
"SPU_017671",8
"SPU_017673",1
"SPU_017678",10
"SPU_017681",12
"SPU_017682",2
"SPU_017696",8
"SPU_017697",16
"SPU_017704",9
"SPU_017714",10
"SPU_017715",14
"SPU_017719",7
"SPU_017726",7
"SPU_017727",11
"SPU_017734",8
"SPU_017737",12
"SPU_017739",18
"SPU_017752",1
"SPU_017753",4
"SPU_017760",6
"SPU_017761",53
"SPU_017766",3
"SPU_017767",6
"SPU_017776",4
"SPU_017781",9
"SPU_017788",1
"SPU_017789",4
"SPU_017790",3
"SPU_017791",4
"SPU_017793",27
"SPU_017816",15
"SPU_017817",7
"SPU_017819",3
"SPU_017830",10
"SPU_017831",10
"SPU_017836",14
"SPU_017837",2
"SPU_017838",31
"SPU_017840",14
"SPU_017841",2
"SPU_017853",6
"SPU_017857",3
"SPU_017858",2
"SPU_017860",7
"SPU_017861",11
"SPU_017867",1
"SPU_017872",32
"SPU_017873",1
"SPU_017875",6
"SPU_017879",3
"SPU_017882",11
"SPU_017884",1
"SPU_017890",3
"SPU_017891",8
"SPU_017896",4
"SPU_017904",7
"SPU_017912",11
"SPU_017915",9
"SPU_017916",105
"SPU_017923",3
"SPU_017926",2
"SPU_017927",2
"SPU_017929",57
"SPU_017933",10
"SPU_017935",3
"SPU_017938",15
"SPU_017942",5
"SPU_017944",2
"SPU_017947",4
"SPU_017948",1
"SPU_017955",1
"SPU_017956",3
"SPU_017960",7
"SPU_017961",6
"SPU_017964",13
"SPU_017972",3
"SPU_017974",65
"SPU_017975",1
"SPU_017979",14
"SPU_017984",1
"SPU_017985",5
"SPU_017987",16
"SPU_017989",6
"SPU_018000",14
"SPU_018003",6
"SPU_018004",56
"SPU_018009",67
"SPU_018012",1
"SPU_018017",4
"SPU_018018",1
"SPU_018021",3
"SPU_018022",28
"SPU_018024",2
"SPU_018029",2
"SPU_018035",44
"SPU_018036",1
"SPU_018049",19
"SPU_018051",12
"SPU_018054",4
"SPU_018056",1
"SPU_018059",7
"SPU_018060",1
"SPU_018064",3
"SPU_018070",7
"SPU_018096",4
"SPU_018100",9
"SPU_018107",6
"SPU_018112",12
"SPU_018116",41
"SPU_018120",2
"SPU_018132",18
"SPU_018136",5
"SPU_018140",8
"SPU_018141",59
"SPU_018142",91
"SPU_018143",2
"SPU_018147",6
"SPU_018153",6
"SPU_018154",18
"SPU_018155",2
"SPU_018156",16
"SPU_018162",19
"SPU_018168",7
"SPU_018170",19
"SPU_018171",2
"SPU_018175",7
"SPU_018177",114
"SPU_018179",41
"SPU_018181",2
"SPU_018184",1
"SPU_018185",2
"SPU_018191",11
"SPU_018192",2
"SPU_018195",6
"SPU_018197",16
"SPU_018198",1
"SPU_018201",5
"SPU_018203",2
"SPU_018212",3
"SPU_018215",3
"SPU_018218",14
"SPU_018221",7
"SPU_018222",2
"SPU_018235",112
