"exonid","CpG_count"
"SPU_007723-tr-E1",6
"SPU_007723-tr-E5",15
"SPU_007726-tr-E5",6
"SPU_007745-tr-E4",8
"SPU_007747-tr-E19",6
"SPU_007753-tr-E7",2
"SPU_007760-tr-E14",2
"SPU_007764-tr-E19",3
"SPU_007770-tr-E40",8
"SPU_007773-tr-E21",2
"SPU_007781-tr-E11",8
"SPU_007806-tr-E2",6
"SPU_007811-tr-E2",4
"SPU_007811-tr-E4",3
"SPU_007814-tr-E1",5
"SPU_007816-tr-E1",7
"SPU_007818-tr-E1",12
"SPU_007822-tr-E2",7
"SPU_007823-tr-E3",2
"SPU_007824-tr-E2",3
"SPU_007824-tr-E3",1
"SPU_007827-tr-E6",1
"SPU_007833-tr-E1",5
"SPU_007833-tr-E2",8
"SPU_007843-tr-E2",8
"SPU_007850-tr-E1",8
"SPU_007857-tr-E3",13
"SPU_007858-tr-E2",9
"SPU_007858-tr-E5",16
"SPU_007859-tr-E1",22
"SPU_007870-tr-E12",1
"SPU_007870-tr-E20",4
"SPU_007870-tr-E21",7
"SPU_007887-tr-E19",5
"SPU_007887-tr-E9",4
"SPU_007900-tr-E2",6
"SPU_007907-tr-E1",5
"SPU_007911-tr-E14",7
"SPU_007911-tr-E7",1
"SPU_007912.a-tr-E1",2
"SPU_007912.b-tr-E1",4
"SPU_007914-tr-E1",12
"SPU_007915-tr-E2",1
"SPU_007915-tr-E8",4
"SPU_007919-tr-E5",8
"SPU_007920-tr-E4",2
"SPU_007920-tr-E5",9
"SPU_007923-tr-E2",8
"SPU_007923-tr-E4",1
"SPU_007927-tr-E2",5
"SPU_007940-tr-E7",5
"SPU_007947-tr-E1",10
"SPU_007961-tr-E6",1
"SPU_007963-tr-E5",4
"SPU_007970-tr-E2",2
"SPU_007973-tr-E8",3
"SPU_007979-tr-E2",2
"SPU_007980-tr-E4",5
"SPU_007980-tr-E9",6
"SPU_007984-tr-E4",14
"SPU_007985-tr-E10",16
"SPU_007985-tr-E11",9
"SPU_007985-tr-E4",5
"SPU_007985-tr-E8",1
"SPU_007988-tr-E1",3
"SPU_007990-tr-E1",2
"SPU_007992-tr-E2",3
"SPU_007992-tr-E3",1
"SPU_007998-tr-E2",4
"SPU_008004-tr-E3",1
"SPU_008004-tr-E4",5
"SPU_008013-tr-E3",1
"SPU_008013-tr-E5",4
"SPU_008017-tr-E8",9
"SPU_008020-tr-E1",16
"SPU_008026-tr-E11",4
"SPU_008032-tr-E10",10
"SPU_008037-tr-E1",2
"SPU_008043-tr-E6",1
"SPU_008047-tr-E4",7
"SPU_008058-tr-E1",4
"SPU_008065-tr-E11",4
"SPU_008065-tr-E12",1
"SPU_008065-tr-E3",2
"SPU_008079-tr-E5",2
"SPU_008080-tr-E5",4
"SPU_008081-tr-E3",4
"SPU_008083-tr-E2",2
"SPU_008094-tr-E1",9
"SPU_008094-tr-E2",3
"SPU_008095-tr-E4",6
"SPU_008107-tr-E3",9
"SPU_008133-tr-E2",2
"SPU_008160-tr-E16",2
"SPU_008160-tr-E4",7
"SPU_008160-tr-E7",11
"SPU_008160-tr-E9",4
"SPU_008161-tr-E8",2
"SPU_008165-tr-E1",4
"SPU_008177-tr-E15",1
"SPU_008192-tr-E21",8
"SPU_008192-tr-E7",4
"SPU_008199-tr-E20",10
"SPU_008199-tr-E3",5
"SPU_008200-tr-E2",4
"SPU_008202-tr-E5",6
"SPU_008204-tr-E4",4
"SPU_008205-tr-E2",14
"SPU_008214-tr-E2",2
"SPU_008215-tr-E20",5
"SPU_008217-tr-E1",4
"SPU_008227-tr-E1",4
"SPU_008228-tr-E1",5
"SPU_008237-tr-E1",5
"SPU_008238-tr-E1",6
"SPU_008238-tr-E3",4
"SPU_008239-tr-E1",4
"SPU_008244-tr-E6",4
"SPU_008247-tr-E5",8
"SPU_008259-tr-E1",7
"SPU_008278-tr-E1",4
"SPU_008296-tr-E1",1
"SPU_008300-tr-E11",2
"SPU_008300-tr-E21",1
"SPU_008314-tr-E2",6
"SPU_008326-tr-E1",2
"SPU_008326-tr-E2",15
"SPU_008327-tr-E1",17
"SPU_008327-tr-E2",6
"SPU_008328-tr-E1",7
"SPU_008328-tr-E2",10
"SPU_008331-tr-E2",2
"SPU_008336-tr-E2",14
"SPU_008337-tr-E3",1
"SPU_008340-tr-E10",17
"SPU_008343-tr-E12",3
"SPU_008350-tr-E8",1
"SPU_008351-tr-E1",1
"SPU_008352-tr-E2",7
"SPU_008354-tr-E1",3
"SPU_008377-tr-E4",1
"SPU_008379-tr-E2",3
"SPU_008384-tr-E5",5
"SPU_008384-tr-E8",3
"SPU_008384-tr-E9",2
"SPU_008388-tr-E9",1
"SPU_008396-tr-E1",5
"SPU_008402-tr-E5",3
"SPU_008408-tr-E4",1
"SPU_008413-tr-E15",1
"SPU_008414-tr-E2",12
"SPU_008422-tr-E4",2
"SPU_008424-tr-E3",18
"SPU_008426-tr-E1",6
"SPU_008434-tr-E5",1
"SPU_008435-tr-E4",9
"SPU_008441-tr-E15",3
"SPU_008452-tr-E1",3
"SPU_008453-tr-E3",2
"SPU_008461-tr-E6",2
"SPU_008462-tr-E7",1
"SPU_008463-tr-E3",3
"SPU_008464-tr-E2",2
"SPU_008477-tr-E1",1
"SPU_008482-tr-E1",12
"SPU_008490-tr-E4",6
"SPU_008493-tr-E2",6
"SPU_008498-tr-E5",7
"SPU_008502-tr-E3",4
"SPU_008504-tr-E16",2
"SPU_008504-tr-E18",1
"SPU_008504-tr-E8",2
"SPU_008512-tr-E4",9
"SPU_008513-tr-E3",24
"SPU_008517-tr-E1",22
"SPU_008518-tr-E2",2
"SPU_008522-tr-E5",3
"SPU_008526-tr-E1",4
"SPU_008527-tr-E2",1
"SPU_008537-tr-E4",5
"SPU_008552-tr-E2",6
"SPU_008559-tr-E1",10
"SPU_008559-tr-E10",8
"SPU_008560-tr-E10",7
"SPU_008563-tr-E4",6
"SPU_008571-tr-E1",9
"SPU_008582-tr-E2",8
"SPU_008590-tr-E1",2
"SPU_008595-tr-E12",1
"SPU_008606-tr-E12",14
"SPU_008609-tr-E25",1
"SPU_008609-tr-E8",1
"SPU_008617-tr-E5",9
"SPU_008617-tr-E7",5
"SPU_008621-tr-E7",1
"SPU_008622-tr-E9",4
"SPU_008635-tr-E2",3
"SPU_008638-tr-E20",3
"SPU_008640-tr-E1",1
"SPU_008642-tr-E4",1
"SPU_008647-tr-E2",10
"SPU_008669-tr-E3",1
"SPU_008669-tr-E4",2
"SPU_008671-tr-E2",5
"SPU_008673-tr-E12",3
"SPU_008675-tr-E8",2
"SPU_008682-tr-E2",8
"SPU_008684-tr-E12",5
"SPU_008687-tr-E2",9
"SPU_008695-tr-E1",8
"SPU_008705-tr-E1",6
"SPU_008727-tr-E6",9
"SPU_008728-tr-E3",2
"SPU_008737-tr-E1",1
"SPU_008746-tr-E2",6
"SPU_008753-tr-E2",2
"SPU_008762-tr-E3",1
"SPU_008762-tr-E5",1
"SPU_008780-tr-E9",9
"SPU_008788-tr-E1",16
"SPU_008789-tr-E1",12
"SPU_008795-tr-E3",1
"SPU_008802-tr-E4",3
"SPU_008803-tr-E4",1
"SPU_008804-tr-E3",4
"SPU_008804-tr-E8",2
"SPU_008812-tr-E10",5
"SPU_008813-tr-E10",6
"SPU_008814-tr-E1",5
"SPU_008819-tr-E3",4
"SPU_008821-tr-E3",15
"SPU_008821-tr-E4",15
"SPU_008832-tr-E1",2
"SPU_008834-tr-E5",2
"SPU_008841-tr-E2",10
"SPU_008867-tr-E2",3
"SPU_008868-tr-E1",2
"SPU_008868-tr-E3",3
"SPU_008875-tr-E3",8
"SPU_008877-tr-E1",15
"SPU_008883-tr-E1",4
"SPU_008886-tr-E11",7
"SPU_008888-tr-E13",5
"SPU_008895-tr-E2",1
"SPU_008907-tr-E2",6
"SPU_008911-tr-E4",4
"SPU_008918-tr-E6",8
"SPU_008921-tr-E1",6
"SPU_008922-tr-E1",1
"SPU_008926-tr-E15",4
"SPU_008926-tr-E21",5
"SPU_008926-tr-E5",1
"SPU_008926-tr-E8",5
"SPU_008929-tr-E1",3
"SPU_008933-tr-E4",12
"SPU_008945-tr-E28",7
"SPU_008949-tr-E16",3
"SPU_008953-tr-E11",3
"SPU_008953-tr-E12",3
"SPU_008955-tr-E1",11
"SPU_008957-tr-E5",4
"SPU_008958-tr-E13",5
"SPU_008971-tr-E2",11
"SPU_008971-tr-E8",4
"SPU_008973-tr-E1",5
"SPU_008979-tr-E2",24
"SPU_008979-tr-E5",17
"SPU_008988-tr-E1",3
"SPU_008988-tr-E3",5
"SPU_009001-tr-E5",2
"SPU_009003-tr-E7",2
"SPU_009006-tr-E1",6
"SPU_009007-tr-E2",1
"SPU_009016-tr-E2",1
"SPU_009018-tr-E24",4
"SPU_009033-tr-E5",1
"SPU_009033-tr-E6",5
"SPU_009044-tr-E1",2
"SPU_009044-tr-E2",19
"SPU_009052-tr-E2",12
"SPU_009053-tr-E2",6
"SPU_009062-tr-E1",3
"SPU_009069-tr-E1",21
"SPU_009071-tr-E1",5
"SPU_009073-tr-E4",5
"SPU_009076-tr-E41",1
"SPU_009079-tr-E1",3
"SPU_009080-tr-E1",5
"SPU_009085-tr-E1",18
"SPU_009091-tr-E2",5
"SPU_009094-tr-E1",13
"SPU_009099-tr-E10",6
"SPU_009109-tr-E2",3
"SPU_009110-tr-E3",22
"SPU_009111-tr-E1",6
"SPU_009115-tr-E10",14
"SPU_009115-tr-E12",2
"SPU_009133-tr-E3",3
"SPU_009138-tr-E7",4
"SPU_009146-tr-E2",3
"SPU_009151-tr-E17",6
"SPU_009154-tr-E13",17
"SPU_009154-tr-E18",1
"SPU_009154-tr-E22",10
"SPU_009154-tr-E6",1
"SPU_009158-tr-E2",4
"SPU_009159-tr-E19",2
"SPU_009165-tr-E9",2
"SPU_009169-tr-E3",2
"SPU_009172-tr-E1",29
"SPU_009188-tr-E1",4
"SPU_009218-tr-E11",2
"SPU_009218-tr-E13",4
"SPU_009227-tr-E3",4
"SPU_009229-tr-E5",4
"SPU_009232-tr-E1",18
"SPU_009236-tr-E4",2
"SPU_009242-tr-E15",6
"SPU_009242-tr-E19",6
"SPU_009242-tr-E21",6
"SPU_009242-tr-E25",4
"SPU_009242-tr-E27",5
"SPU_009242-tr-E3",12
"SPU_009243-tr-E12",1
"SPU_009250-tr-E1",10
"SPU_009256-tr-E15",2
"SPU_009259-tr-E1",3
"SPU_009262-tr-E1",4
"SPU_009263-tr-E9",7
"SPU_009272-tr-E4",14
"SPU_009283-tr-E2",3
"SPU_009293-tr-E3",9
"SPU_009301-tr-E11",9
"SPU_009301-tr-E4",14
"SPU_009312-tr-E7",2
"SPU_009313-tr-E2",6
"SPU_009314-tr-E1",28
"SPU_009314-tr-E4",12
"SPU_009318-tr-E13",1
"SPU_009319-tr-E10",4
"SPU_009319-tr-E2",7
"SPU_009319-tr-E9",5
"SPU_009321-tr-E3",1
"SPU_009336-tr-E7",6
"SPU_009337-tr-E1",22
"SPU_009340-tr-E13",7
"SPU_009342-tr-E2",7
"SPU_009342-tr-E3",13
"SPU_009346-tr-E2",3
"SPU_009352-tr-E3",12
"SPU_009356-tr-E6",6
"SPU_009364-tr-E4",7
"SPU_009364-tr-E6",1
"SPU_009372-tr-E1",8
"SPU_009389-tr-E1",14
"SPU_009404-tr-E10",4
"SPU_009406-tr-E2",5
"SPU_009408-tr-E3",3
"SPU_009410-tr-E1",16
"SPU_009413-tr-E4",4
"SPU_009417-tr-E1",14
"SPU_009417-tr-E2",6
"SPU_009425-tr-E3",3
"SPU_009430-tr-E2",15
"SPU_009430-tr-E5",9
"SPU_009431-tr-E1",2
"SPU_009432-tr-E12",1
"SPU_009433-tr-E4",10
"SPU_009435-tr-E1",5
"SPU_009436-tr-E3",2
"SPU_009443-tr-E5",6
"SPU_009450-tr-E1",9
"SPU_009462-tr-E3",7
"SPU_009463-tr-E1",14
"SPU_009463-tr-E4",2
"SPU_009463-tr-E5",24
"SPU_009464-tr-E16",3
"SPU_009464-tr-E2",3
"SPU_009464-tr-E8",5
"SPU_009465-tr-E5",9
"SPU_009470-tr-E2",3
"SPU_009474-tr-E2",9
"SPU_009478-tr-E2",8
"SPU_009481-tr-E3",2
"SPU_009482-tr-E1",10
"SPU_009483-tr-E1",6
"SPU_009487-tr-E2",2
"SPU_009489-tr-E1",7
"SPU_009494-tr-E3",4
"SPU_009510-tr-E2",3
"SPU_009511-tr-E2",3
"SPU_009513-tr-E5",2
"SPU_009513-tr-E6",2
"SPU_009517-tr-E12",2
"SPU_009530-tr-E1",7
"SPU_009531-tr-E3",4
"SPU_009540-tr-E1",10
"SPU_009542-tr-E1",7
"SPU_009545-tr-E1",3
"SPU_009550-tr-E1",8
"SPU_009551-tr-E5",1
"SPU_009554-tr-E15",1
"SPU_009554-tr-E9",7
"SPU_009572-tr-E1",4
"SPU_009575-tr-E1",3
"SPU_009577-tr-E1",7
"SPU_009581-tr-E3",32
"SPU_009585-tr-E4",3
"SPU_009587-tr-E2",4
"SPU_009593-tr-E4",2
"SPU_009594-tr-E1",6
"SPU_009599-tr-E2",6
"SPU_009605-tr-E4",5
"SPU_009605-tr-E5",15
"SPU_009607-tr-E7",2
"SPU_009608-tr-E13",1
"SPU_009608-tr-E4",1
"SPU_009628-tr-E1",3
"SPU_009638-tr-E30",4
"SPU_009638-tr-E9",3
"SPU_009650-tr-E5",4
"SPU_009653-tr-E10",5
"SPU_009653-tr-E7",1
"SPU_009654-tr-E9",2
"SPU_009655-tr-E1",3
"SPU_009660-tr-E4",2
"SPU_009667-tr-E1",8
"SPU_009671-tr-E3",3
"SPU_009675-tr-E7",8
"SPU_009681-tr-E11",2
"SPU_009681-tr-E3",1
"SPU_009718-tr-E1",3
"SPU_009724-tr-E2",15
"SPU_009738-tr-E1",4
"SPU_009741-tr-E1",3
"SPU_009756-tr-E2",4
"SPU_009765-tr-E2",4
"SPU_009771-tr-E1",23
"SPU_009773-tr-E5",6
"SPU_009776-tr-E6",10
"SPU_009793-tr-E2",2
"SPU_009798-tr-E2",9
"SPU_009803-tr-E3",6
"SPU_009805-tr-E3",5
"SPU_009805-tr-E4",2
"SPU_009817-tr-E19",18
"SPU_009818-tr-E28",3
"SPU_009822-tr-E2",5
"SPU_009825-tr-E2",7
"SPU_009832-tr-E2",2
"SPU_009837-tr-E4",12
"SPU_009842-tr-E6",6
"SPU_009843-tr-E2",1
"SPU_009847-tr-E2",1
"SPU_009850-tr-E7",4
"SPU_009856-tr-E3",2
"SPU_009860-tr-E1",4
"SPU_009861.a-tr-E6",15
"SPU_009861.b-tr-E5",2
"SPU_009861.b-tr-E6",7
"SPU_009861.c-tr-E5",8
"SPU_009861.d-tr-E4",4
"SPU_009869-tr-E17",3
"SPU_009873-tr-E11",3
"SPU_009873-tr-E13",5
"SPU_009874-tr-E4",2
"SPU_009878-tr-E1",4
"SPU_009885-tr-E12",3
"SPU_009885-tr-E13",1
"SPU_009885-tr-E31",2
"SPU_009885-tr-E36",1
"SPU_009886-tr-E5",1
"SPU_009888-tr-E5",1
"SPU_009891-tr-E7",2
"SPU_009891-tr-E8",3
"SPU_009893-tr-E1",19
"SPU_009895-tr-E4",3
"SPU_009895-tr-E6",1
"SPU_009902-tr-E12",2
"SPU_009902-tr-E4",6
"SPU_009910-tr-E4",6
"SPU_009914-tr-E2",4
"SPU_009918-tr-E6",4
"SPU_009923-tr-E3",2
"SPU_009924-tr-E6",6
"SPU_009925-tr-E9",10
"SPU_009927-tr-E4",2
"SPU_009938-tr-E7",3
"SPU_009942-tr-E1",6
"SPU_009948-tr-E4",7
"SPU_009949-tr-E5",5
"SPU_009955-tr-E1",4
"SPU_009970-tr-E1",6
"SPU_009976-tr-E4",2
"SPU_009980-tr-E1",5
"SPU_009981-tr-E1",3
"SPU_009982-tr-E3",18
"SPU_009989-tr-E1",4
"SPU_010002-tr-E8",2
"SPU_010007-tr-E1",2
"SPU_010011-tr-E2",4
"SPU_010011-tr-E3",2
"SPU_010011-tr-E6",3
"SPU_010019-tr-E4",8
"SPU_010027-tr-E4",35
"SPU_010033-tr-E1",6
"SPU_010034-tr-E3",3
"SPU_010045-tr-E2",5
"SPU_010052-tr-E3",6
"SPU_010054-tr-E7",4
"SPU_010061-tr-E9",5
"SPU_010062-tr-E7",5
"SPU_010065-tr-E1",1
"SPU_010067-tr-E5",3
"SPU_010073-tr-E3",3
"SPU_010079-tr-E2",6
"SPU_010084-tr-E2",4
"SPU_010086-tr-E3",5
"SPU_010087-tr-E1",1
"SPU_010088-tr-E3",1
"SPU_010095-tr-E11",1
"SPU_010095-tr-E15",4
"SPU_010099-tr-E2",11
"SPU_010101-tr-E2",12
"SPU_010102-tr-E37",2
"SPU_010111-tr-E1",1
"SPU_010111-tr-E10",2
"SPU_010111-tr-E13",5
"SPU_010111-tr-E14",2
"SPU_010111-tr-E2",1
"SPU_010111-tr-E3",4
"SPU_010111-tr-E4",1
"SPU_010112-tr-E1",1
"SPU_010112-tr-E2",4
"SPU_010112-tr-E3",6
"SPU_010112-tr-E4",11
"SPU_010112-tr-E9",5
"SPU_010122-tr-E4",5
"SPU_010125-tr-E15",1
"SPU_010130-tr-E3",1
"SPU_010131-tr-E5",3
"SPU_010135-tr-E1",25
"SPU_010137-tr-E6",7
"SPU_010144-tr-E2",7
"SPU_010146-tr-E6",3
"SPU_010156-tr-E1",4
"SPU_010164-tr-E3",1
"SPU_010168-tr-E7",2
"SPU_010169-tr-E1",6
"SPU_010172-tr-E5",3
"SPU_010172-tr-E6",4
"SPU_010176-tr-E5",3
"SPU_010180-tr-E1",4
"SPU_010191-tr-E2",9
"SPU_010194-tr-E1",29
"SPU_010200-tr-E1",5
"SPU_010203-tr-E1",7
"SPU_010206-tr-E5",5
"SPU_010208-tr-E5",2
"SPU_010213-tr-E4",8
"SPU_010216-tr-E2",4
"SPU_010218-tr-E3",7
"SPU_010244-tr-E3",4
"SPU_010245-tr-E3",8
"SPU_010246-tr-E3",3
"SPU_010247-tr-E2",6
"SPU_010268-tr-E1",6
"SPU_010282-tr-E18",1
"SPU_010282-tr-E4",4
"SPU_010291-tr-E2",5
"SPU_010295-tr-E1",10
"SPU_010295-tr-E5",5
"SPU_010299-tr-E1",6
"SPU_010318-tr-E1",1
"SPU_010335-tr-E22",7
"SPU_010342-tr-E2",5
"SPU_010370-tr-E3",4
"SPU_010371-tr-E5",10
"SPU_010374-tr-E17",1
"SPU_010379-tr-E1",1
"SPU_010383-tr-E1",16
"SPU_010385-tr-E34",2
"SPU_010390-tr-E2",4
"SPU_010392-tr-E4",2
"SPU_010403-tr-E6",7
"SPU_010404-tr-E2",8
"SPU_010405-tr-E2",9
"SPU_010408-tr-E4",7
"SPU_010410-tr-E1",3
"SPU_010416-tr-E1",12
"SPU_010422-tr-E21",1
"SPU_010423-tr-E11",4
"SPU_010429-tr-E13",1
"SPU_010440-tr-E12",6
"SPU_010440-tr-E3",2
"SPU_010443-tr-E18",10
"SPU_010445-tr-E52",2
"SPU_010446-tr-E2",4
"SPU_010446-tr-E3",15
"SPU_010454-tr-E1",9
"SPU_010468-tr-E1",21
"SPU_010468-tr-E4",1
"SPU_010470-tr-E1",1
"SPU_010473-tr-E2",3
"SPU_010486-tr-E2",5
"SPU_010491-tr-E1",3
"SPU_010495-tr-E3",3
"SPU_010501-tr-E1",5
"SPU_010501-tr-E4",1
"SPU_010516-tr-E2",4
"SPU_010517-tr-E2",1
"SPU_010522-tr-E1",4
"SPU_010522-tr-E5",14
"SPU_010531-tr-E2",3
"SPU_010532-tr-E1",1
"SPU_010544-tr-E5",2
"SPU_010549-tr-E1",17
"SPU_010550-tr-E1",4
"SPU_010554-tr-E1",1
"SPU_010554-tr-E3",4
"SPU_010561-tr-E5",3
"SPU_010566-tr-E1",18
"SPU_010569-tr-E1",4
"SPU_010574-tr-E2",5
"SPU_010576-tr-E2",1
"SPU_010583-tr-E2",3
"SPU_010599-tr-E5",1
"SPU_010614-tr-E19",5
"SPU_010617-tr-E10",11
"SPU_010619-tr-E1",11
"SPU_010620-tr-E19",5
"SPU_010627-tr-E14",2
"SPU_010631-tr-E12",1
"SPU_010634-tr-E2",1
"SPU_010651-tr-E1",6
"SPU_010657-tr-E1",5
"SPU_010658-tr-E1",13
"SPU_010659-tr-E4",6
"SPU_010686-tr-E8",4
"SPU_010688-tr-E3",3
"SPU_010690-tr-E3",1
"SPU_010691-tr-E4",6
"SPU_010692-tr-E5",5
"SPU_010695-tr-E1",22
"SPU_010703-tr-E1",11
"SPU_010704-tr-E1",16
"SPU_010710-tr-E5",1
"SPU_010721-tr-E1",11
"SPU_010731-tr-E1",6
"SPU_010737-tr-E31",10
"SPU_010737-tr-E4",1
"SPU_010750-tr-E1",14
"SPU_010766-tr-E3",1
"SPU_010767-tr-E3",2
"SPU_010778-tr-E10",2
"SPU_010788-tr-E10",2
"SPU_010788-tr-E9",4
"SPU_010794-tr-E1",2
"SPU_010795-tr-E1",4
"SPU_010803-tr-E2",5
"SPU_010811-tr-E1",11
"SPU_010815-tr-E1",5
"SPU_010822-tr-E15",3
"SPU_010823-tr-E7",3
"SPU_010840-tr-E20",9
"SPU_010846-tr-E1",7
"SPU_010846-tr-E2",2
"SPU_010848-tr-E4",3
"SPU_010877-tr-E19",10
"SPU_010881-tr-E1",2
"SPU_010887-tr-E2",4
"SPU_010888-tr-E2",4
"SPU_010889-tr-E2",6
"SPU_010893-tr-E2",4
"SPU_010904-tr-E1",63
"SPU_010904-tr-E2",64
"SPU_010907-tr-E1",1
"SPU_010914-tr-E4",10
"SPU_010921-tr-E1",5
"SPU_010930-tr-E1",1
"SPU_010938-tr-E4",3
"SPU_010938-tr-E5",1
"SPU_010947-tr-E3",3
"SPU_010947-tr-E4",1
"SPU_010948-tr-E4",11
"SPU_010961-tr-E1",1
"SPU_010961-tr-E4",16
"SPU_010969-tr-E3",1
"SPU_010970-tr-E5",2
"SPU_010971-tr-E2",4
"SPU_010979-tr-E8",3
"SPU_010980-tr-E4",4
"SPU_010981-tr-E8",1
"SPU_010991-tr-E9",4
"SPU_010994-tr-E2",11
"SPU_010994-tr-E4",7
"SPU_011002-tr-E1",5
"SPU_011007-tr-E2",4
"SPU_011016-tr-E2",3
"SPU_011016-tr-E3",3
"SPU_011022-tr-E2",3
"SPU_011022-tr-E8",8
"SPU_011023-tr-E2",4
"SPU_011029-tr-E3",6
"SPU_011030-tr-E3",1
"SPU_011032-tr-E3",4
"SPU_011035-tr-E1",7
"SPU_011035-tr-E4",5
"SPU_011038-tr-E7",8
"SPU_011039-tr-E2",13
"SPU_011039-tr-E3",2
"SPU_011073-tr-E5",8
"SPU_011074-tr-E1",25
"SPU_011089-tr-E2",3
"SPU_011089-tr-E4",13
"SPU_011090-tr-E2",3
"SPU_011090-tr-E4",19
"SPU_011103-tr-E5",8
"SPU_011109-tr-E1",15
"SPU_011122-tr-E6",6
"SPU_011122-tr-E7",1
"SPU_011124-tr-E1",7
"SPU_011130-tr-E5",10
"SPU_011135-tr-E2",6
"SPU_011137-tr-E1",11
"SPU_011137-tr-E6",5
"SPU_011160-tr-E4",5
"SPU_011176-tr-E6",4
"SPU_011181-tr-E2",4
"SPU_011183-tr-E1",4
"SPU_011187-tr-E6",11
"SPU_011197-tr-E1",4
"SPU_011199-tr-E4",2
"SPU_011202-tr-E7",2
"SPU_011226-tr-E1",4
"SPU_011236-tr-E6",1
"SPU_011249-tr-E3",3
"SPU_011253-tr-E12",7
"SPU_011259-tr-E8",4
"SPU_011265-tr-E2",2
"SPU_011270-tr-E2",3
"SPU_011271-tr-E3",14
"SPU_011272-tr-E2",2
"SPU_011272-tr-E4",6
"SPU_011279-tr-E1",4
"SPU_011280-tr-E2",28
"SPU_011294-tr-E11",3
"SPU_011297-tr-E2",6
"SPU_011297-tr-E5",2
"SPU_011302-tr-E2",13
"SPU_011307-tr-E1",4
"SPU_011313-tr-E2",1
"SPU_011315-tr-E2",13
"SPU_011316-tr-E4",20
"SPU_011322-tr-E2",5
"SPU_011332-tr-E11",1
"SPU_011332-tr-E12",3
"SPU_011332-tr-E6",5
"SPU_011332-tr-E9",4
"SPU_011345-tr-E1",30
"SPU_011347-tr-E2",4
"SPU_011347-tr-E4",5
"SPU_011347-tr-E7",1
"SPU_011353-tr-E12",4
"SPU_011364-tr-E17",1
"SPU_011366-tr-E1",9
"SPU_011381-tr-E2",3
"SPU_011398-tr-E1",1
"SPU_011398-tr-E2",1
"SPU_011403-tr-E7",6
"SPU_011405-tr-E1",12
"SPU_011421-tr-E2",3
"SPU_011442-tr-E17",3
"SPU_011445-tr-E1",3
"SPU_011454-tr-E1",3
"SPU_011469-tr-E4",2
"SPU_011471-tr-E2",1
"SPU_011471-tr-E3",2
"SPU_011471-tr-E5",4
"SPU_011480-tr-E3",2
"SPU_011492-tr-E5",1
"SPU_011509-tr-E13",11
"SPU_011509-tr-E2",6
"SPU_011535-tr-E14",7
"SPU_011536-tr-E1",6
"SPU_011537-tr-E1",7
"SPU_011539-tr-E1",3
"SPU_011541-tr-E1",8
"SPU_011542-tr-E1",1
"SPU_011545-tr-E1",1
"SPU_011552-tr-E3",2
"SPU_011559-tr-E4",6
"SPU_011585-tr-E19",4
"SPU_011585-tr-E2",1
"SPU_011586-tr-E8",1
"SPU_011588-tr-E14",5
"SPU_011588-tr-E5",15
"SPU_011592-tr-E1",4
"SPU_011596-tr-E1",7
"SPU_011603-tr-E2",2
"SPU_011608-tr-E5",2
"SPU_011608-tr-E7",5
"SPU_011608-tr-E8",6
"SPU_011618-tr-E2",21
"SPU_011621-tr-E2",5
"SPU_011624-tr-E4",7
"SPU_011633-tr-E1",3
"SPU_011648-tr-E6",1
"SPU_011649-tr-E8",2
"SPU_011655-tr-E10",2
"SPU_011655-tr-E20",5
"SPU_011655-tr-E24",5
"SPU_011655-tr-E3",2
"SPU_011656-tr-E2",3
"SPU_011661-tr-E5",1
"SPU_011666-tr-E1",4
"SPU_011675-tr-E1",3
"SPU_011692-tr-E38",5
"SPU_011695-tr-E3",1
"SPU_011695-tr-E7",4
"SPU_011696-tr-E14",7
"SPU_011696-tr-E7",3
"SPU_011700-tr-E3",6
"SPU_011717-tr-E3",3
"SPU_011720-tr-E6",3
"SPU_011722-tr-E10",8
"SPU_011726-tr-E1",10
"SPU_011737-tr-E3",9
"SPU_011741-tr-E1",4
"SPU_011742-tr-E4",3
"SPU_011756-tr-E4",4
"SPU_011759-tr-E1",4
"SPU_011760-tr-E2",4
"SPU_011761-tr-E1",14
"SPU_011763-tr-E1",3
"SPU_011767-tr-E5",1
"SPU_011775-tr-E2",5
"SPU_011777-tr-E1",10
"SPU_011777-tr-E4",1
"SPU_011779-tr-E2",1
"SPU_011780-tr-E1",3
"SPU_011782-tr-E14",3
"SPU_011782-tr-E54",4
"SPU_011784-tr-E1",1
"SPU_011787-tr-E22",1
"SPU_011790-tr-E11",6
"SPU_011796-tr-E2",8
"SPU_011798-tr-E1",6
"SPU_011804-tr-E12",2
"SPU_011804-tr-E2",17
"SPU_011804-tr-E3",21
"SPU_011808-tr-E2",1
"SPU_011809-tr-E3",3
"SPU_011809-tr-E7",15
"SPU_011816-tr-E4",1
"SPU_011818-tr-E2",7
"SPU_011821-tr-E2",4
"SPU_011823-tr-E1",5
"SPU_011826-tr-E7",1
"SPU_011830-tr-E1",8
"SPU_011831-tr-E1",11
"SPU_011832-tr-E8",1
"SPU_011837-tr-E1",3
"SPU_011838-tr-E1",4
"SPU_011851-tr-E11",3
"SPU_011852-tr-E2",5
"SPU_011865-tr-E2",7
"SPU_011874-tr-E4",8
"SPU_011875-tr-E1",24
"SPU_011881-tr-E1",4
"SPU_011886-tr-E3",12
"SPU_011888-tr-E1",2
"SPU_011893-tr-E1",2
