"geneid","ex_meth_logFC","ex_meth_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_011798",0.142604157623938,6.57820460049992,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011804",0.676171865446297,8.61589987357669,"SP-FN3/EGF_7",32,244.666666666667,30.6666666666667,288.333333333333,22143,2840,19303,0.032,0.0126750591445198,0.101525821596244
"SPU_011808",0.155386549972991,4.50205344569866,"SP-UNK_58",37.6666666666667,0,0,70.3333333333333,3817,2395,1422,0.0376666666666667,0,0.0293667362560891
"SPU_011809",0.33735440448181,7.61895450303758,"SP-ARRDC4",51,569.666666666667,453,177.666666666667,21183,1670,19513,0.051,0.0291942124054049,0.106387225548902
"SPU_011816",-0.117237916850329,3.09548036960415,"SP-RIPK1-4B",1.33333333333333,104.666666666667,0,7.66666666666667,20552,1216,19336,0.00133333333333333,0.00541304647634809,0.00630482456140351
"SPU_011818",-0.42569512113263,5.66699706312425,"SP-DCXL",44.3333333333333,87.3333333333333,87.3333333333333,0,11195,1789,9406,0.0443333333333333,0.00928485363952087,0
"SPU_011821",-0.717412619652472,8.3333263040357,"SP-FBXW7L_1",94,122,0,85.3333333333333,8580,2509,6071,0.094,0.0200955361554933,0.0340108941145211
"SPU_011823",0.836669783649942,6.38472730106972,"SP-TLR066",117,0,0,0,2738,2738,0,0.117,0,0
"SPU_011826",0.171394695955014,4.22987933520885,"SP-ECHNL_6",11,823,251,92.6666666666667,27298,1342,25956,0.011,0.0317075050084759,0.0690511674118232
"SPU_011830",0.0752474760829046,7.49407293538766,"SP-MCO1",49.3333333333333,160.333333333333,0,102.666666666667,10302,2573,7729,0.0493333333333333,0.0207443826281968,0.0399015416504729
"SPU_011831",0.618387497598464,6.5640808217554,"SP-GPR151L_3",105,0,0,0,1064,1064,0,0.105,0,0
"SPU_011832",0.742887458142766,4.03526400401697,"SP-SLC2A1",64,263.333333333333,0,196.333333333333,11593,1617,9976,0.064,0.0263966853782411,0.121418264275407
"SPU_011837",0.0788161417063672,5.6032195923782,"SP-APOBEC1",23.3333333333333,0,0,0,26794,4739,22055,0.0233333333333333,0,0
"SPU_011838",-0.322793656383581,5.06320653193343,"SP-MAST1",90.6666666666667,209,0,43.6666666666667,18277,1993,16284,0.0906666666666667,0.0128346843527389,0.0219100183977254
"SPU_011851",1.04938782519138,5.50659427766507,"SP-GPR64L_6",7.33333333333333,514,232,39,19742,2871,16871,0.00733333333333333,0.0304664809436311,0.0135841170323929
"SPU_011852",-2.0724013826294,6.45385762726842,"SP-HYPP_2004",57.3333333333333,0,0,0,1570,927,643,0.0573333333333333,0,0
"SPU_011865",-0.189955962408656,6.65814252597659,"SP-KIAA1161L_1",71,203.666666666667,59.3333333333333,127,2428,1993,435,0.071,0.468199233716475,0.0637230306071249
"SPU_011874",-0.721944855791991,6.70967551680016,"SP-C3ORF58L",117,1623.33333333333,835.333333333333,78.3333333333333,42454,1597,40857,0.117,0.0397320736552692,0.0490503026508036
"SPU_011875",0.63339274445801,8.37113879582278,"SP-AP1CFI2",80.6666666666667,327,246,33,19778,1444,18334,0.0806666666666667,0.0178357150649067,0.0228531855955679
"SPU_011881",2.40449940673533,6.41071560368818,"SP-LONP1",47.6666666666667,943.333333333333,861,284.666666666667,21982,1376,20606,0.0476666666666667,0.0457795464104306,0.20687984496124
"SPU_011886",0.0575041839457733,8.55980799686732,"SP-LSM16",88,205.666666666667,54.3333333333333,258.333333333333,7379,2265,5114,0.088,0.0402163994264112,0.114054451802796
"SPU_011888",1.76932352643608,4.65576700256989,"SP-MAMDC4_1",116,298,0,47,15627,1241,14386,0.116,0.0207145836229668,0.0378726833199033
"SPU_011893",-0.962056344320799,4.03666506526754,"SP-B3GNT5_1",143.333333333333,0,0,0,1148,1148,0,0.143333333333333,0,0
"SPU_011896",-0.6207064263458,7.14021741041116,"SP-KIN",13,112,93.6666666666667,61.3333333333333,8957,1172,7785,0.013,0.0143866409762364,0.0523321956769056
"SPU_011905",0.301647438301357,5.30284883665068,"SP-HYPP_664",60.3333333333333,43.3333333333333,10.6666666666667,140,7533,2205,5328,0.0603333333333333,0.00813313313313313,0.0634920634920635
"SPU_011908",-0.245620769639082,6.04379918922132,"SP-HYPP_75",43,1076.33333333333,169.666666666667,602.333333333333,23085,6210,16875,0.043,0.0637827160493827,0.0969940955448202
"SPU_011913",0.0803594584443883,7.58559947254621,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011915",0.921422728332753,6.22733238543362,"SP-HYPP_2007",74,0,0,0,2650,943,1707,0.074,0,0
"SPU_011928",0.440085053761851,6.18158952373113,"SP-SLC16A7",147.333333333333,885,214.333333333333,536.333333333333,14960,3618,11342,0.147333333333333,0.0780285663904073,0.148240280081076
"SPU_011933",0.240384714409797,7.42459522664741,"SP-ATP13A3",59.6666666666667,1457.66666666667,715.333333333333,3.33333333333333,103087,3780,99307,0.0596666666666667,0.0146783878947775,0.000881834215167549
"SPU_011937",-0.233841164818987,6.15212142595424,"SP-ATAXIA1",165,730.666666666667,0,291.666666666667,16837,2579,14258,0.165,0.051246084069762,0.113092930076257
"SPU_011949",-0.000673700702957189,5.12066268293697,"SP-TLR067",116.333333333333,1636.33333333333,157.333333333333,124.666666666667,2675,2675,0,0.116333333333333,0,0.0466043613707165
"SPU_011956",0.927957036311482,5.42509680390797,"SP-SLC26A11",82.3333333333333,74.6666666666667,0,94.3333333333333,8156,1841,6315,0.0823333333333333,0.0118237001847453,0.051240267970306
"SPU_011961",-0.0677822966996399,6.55838092510246,"SP-RAB21",99,45.6666666666667,0,0,35015,808,34207,0.099,0.00133500940353339,0
"SPU_011971",-1.06011066413057,6.64494567339147,"SP-CLECT/LDL_6A",44.3333333333333,863.333333333333,487,101.333333333333,45788,4124,41664,0.0443333333333333,0.0207213261648746,0.0245716133204009
"SPU_011976",2.50444064845233,5.12506491911143,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011978",-0.253551960126219,7.43066786656167,"SP-ENPEP",68,181,2.33333333333333,25.6666666666667,19207,1847,17360,0.068,0.010426267281106,0.0138964085905071
"SPU_011984",0.576066945569621,5.75004008195745,"SP-TROVE2",67.6666666666667,115.333333333333,0,154.666666666667,10150,4567,5583,0.0676666666666667,0.020657949728342,0.0338661411575797
"SPU_011988",-0.185511191756444,4.85051414490968,"SP-ENDRVT25",16.3333333333333,174.333333333333,98,97.6666666666667,2649,2649,0,0.0163333333333333,0,0.0368692588398138
"SPU_011998",0.292307958885241,6.12068603728603,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012003",0.670221446787214,6.65927483134744,"SP-ABCC9E",142.333333333333,417.666666666667,0,331.333333333333,24097,4011,20086,0.142333333333333,0.0207939194795712,0.0826061663757999
"SPU_012004",-0.366480415023032,9.48075388869022,"SP-MRPL",358.666666666667,569.666666666667,0,26.6666666666667,107717,7570,100147,0.358666666666667,0.00568830485852463,0.00352267723469837
"SPU_012005",0.148851794733294,6.39998899790253,"SP-ITIH",148,456,1.33333333333333,694,26227,7923,18304,0.148,0.0249125874125874,0.0875930834279944
"SPU_012007",0.591438372245919,5.5145671758536,"SP-MFHAS1",69,70,0,5.33333333333333,5507,1101,4406,0.069,0.0158874262369496,0.00484408113835907
"SPU_012009",2.22256932867344,3.16140908431779,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012014",-0.448088170750641,6.95223164897861,"SP-NEFHL_1",92,106.666666666667,0,40,3576,1680,1896,0.092,0.0562587904360056,0.0238095238095238
"SPU_012017",-0.160732993940637,5.71341625741772,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012024",1.05408067589651,6.10547152503597,"SP-PITPNAL",48,417.333333333333,70,55.3333333333333,27727,1264,26463,0.048,0.0157704467873383,0.0437763713080169
"SPU_012039",0.347778469358239,7.70328411053854,"SP-SRCR104",1.33333333333333,1617,101.333333333333,325,26408,2774,23634,0.00133333333333333,0.0684183802995684,0.117159336697909
"SPU_012049",0.370670115462787,4.91947532231669,"SP-FDX1",62.3333333333333,155.666666666667,67,68.6666666666667,10068,3243,6825,0.0623333333333333,0.0228083028083028,0.0211738102579916
"SPU_012050",0.390615934704934,5.60196335442566,"SP-Z11",45.6666666666667,15,15,68.6666666666667,1791,1360,431,0.0456666666666667,0.0348027842227378,0.0504901960784314
"SPU_012073",1.29557938608758,7.17661596462147,"SP-PTP9Q22",76,1767.33333333333,563,536.666666666667,11889,3454,8435,0.076,0.20952380952381,0.15537541015248
"SPU_012077",0.0325672965321884,6.05572959219477,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012080",-0.523147050550975,5.27448181906597,"SP-CYP4VL4",65,169.333333333333,0,102.666666666667,8171,1509,6662,0.065,0.0254177924547183,0.0680362270819527
"SPU_012081",0.970429859004421,6.45495121241637,"SP-CYP4L3",11.6666666666667,71.6666666666667,0,36,13025,1595,11430,0.0116666666666667,0.00627004957713619,0.0225705329153605
"SPU_012083",0.81908649399932,4.99994284976947,"SP-Z235",83.3333333333333,0,0,0,2680,2680,0,0.0833333333333333,0,0
"SPU_012084",0.759843602672528,5.29852774789339,"SP-SAC",70,1226.33333333333,38.6666666666667,815.333333333333,33351,5617,27734,0.07,0.0442176870748299,0.145154590232034
"SPU_012088",0.753018920742281,6.52472979728931,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012090",-1.11826661832941,4.31965501657015,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012097",0.0227123141065856,6.12110157947603,"SP-SGSH_1",63,18.6666666666667,0,63,6712,1608,5104,0.063,0.00365726227795193,0.0391791044776119
"SPU_012123",-0.21031709548918,7.24016798199991,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012124",-0.42339919813204,3.26928760806452,"SP-NUBP1",33,90.3333333333333,2,38.6666666666667,7647,1110,6537,0.033,0.0138187751771965,0.0348348348348348
"SPU_012147",-0.613003105798703,5.08143814308255,"SP-HYPP_670",12.3333333333333,236.666666666667,0,136.333333333333,20283,3003,17280,0.0123333333333333,0.013695987654321,0.0453990453990454
"SPU_012160",0.20689186687237,7.1112543162563,"SP-GPR21L_7",164.333333333333,0,0,0,1218,1218,0,0.164333333333333,0,0
"SPU_012161",0.653892960321953,7.32897041984742,"SP-GPR52L_5",184.333333333333,0,0,0,1035,1035,0,0.184333333333333,0,0
"SPU_012164",-0.541739412859881,6.69671328705612,"SP-HYPP_671",30,54.3333333333333,0,58.3333333333333,4827,1500,3327,0.03,0.0163310289550145,0.0388888888888889
"SPU_012165",-0.728844476846026,6.38022010237102,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012169",0.143466542961491,7.93882059726786,"SP-UNK_1",83,112.666666666667,112.666666666667,0,19426,6737,12689,0.083,0.00887908161925027,0
"SPU_012173",-1.52605073026335,4.42261474438023,"SP-LYCAT_1",108.333333333333,105,0,120.666666666667,6624,1140,5484,0.108333333333333,0.0191466083150985,0.105847953216374
"SPU_012178",0.808512957072008,6.71975052951472,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012181",-2.3821596849849,5.89396051139439,"SP-HYPP_673",4.66666666666667,0,0,146.666666666667,4373,2701,1672,0.00466666666666667,0,0.0543008762186844
"SPU_012182",0.283629788625082,6.45794934064164,"SP-CHST12L",7.33333333333333,707,0,105.333333333333,9717,1176,8541,0.00733333333333333,0.0827771923662335,0.0895691609977324
"SPU_012184",-0.920241208117437,5.37517558775525,"SP-BCHE",98.6666666666667,179.333333333333,45.6666666666667,214.666666666667,10557,1266,9291,0.0986666666666667,0.0193018333153948,0.169562927856767
"SPU_012192",0.424740183261411,6.1711821321706,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012199",-0.809812639867223,6.07998819053719,"SP-UGT1L_3",107.666666666667,33,16.6666666666667,67.6666666666667,3757,1576,2181,0.107666666666667,0.015130674002751,0.0429357021996616
"SPU_012200",0.264784083162621,5.70309118920922,"SP-UBE20",6,257,0,574,20754,4567,16187,0.006,0.015876938283808,0.125684256623604
"SPU_012221",-0.0592380649755128,4.95005541269746,"SP-UDPN_ACT_A_DGALSPP",4,552.666666666667,0,33.6666666666667,40086,4495,35591,0.004,0.015528270255589,0.0074898034853541
"SPU_012229",0.0824356883397272,7.91283969722838,"SP-APG7L",91.3333333333333,341.666666666667,0,204,15241,2151,13090,0.0913333333333333,0.0261013496307614,0.0948396094839609
"SPU_012233",0.98637668702246,6.30877060764048,"SP-EGFIB_6",68,0,0,0,8779,1037,7742,0.068,0,0
"SPU_012234",-0.0751838850411599,5.98009050717978,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012238",-0.740269504523135,5.62280360514065,"SP-HH",196.666666666667,349.333333333333,349.333333333333,0,52606,1471,51135,0.196666666666667,0.00683158958312962,0
"SPU_012248",1.45763179492312,4.9943151665901,"SP-HYPP_2021",64.6666666666667,28.3333333333333,0,29.3333333333333,4543,1415,3128,0.0646666666666667,0.00905797101449275,0.0207302709069494
"SPU_012253",0.170430748958218,6.66166358930441,"SP-EVE",151.333333333333,88.3333333333333,0,119,4257,1206,3051,0.151333333333333,0.0289522560908992,0.0986733001658375
"SPU_012271",1.35908860235973,5.9524921733209,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012279",-0.505988174612391,8.5011572352447,"SP-SLC5A9_2",10.6666666666667,219.666666666667,1.33333333333333,185.333333333333,8255,1619,6636,0.0106666666666667,0.0331022704440426,0.114473955116327
"SPU_012289",-1.28303602180352,5.29337097568713,"SP-FUT5",125,0,0,0,1853,1591,262,0.125,0,0
"SPU_012290",-0.0443400678060581,5.02578353012145,"SP-DLEC1L",114,410.333333333333,0,340.666666666667,14970,3189,11781,0.114,0.0348300936536231,0.106825546148218
"SPU_012297",-0.351594479118292,8.47996469894519,"SP-HYPP_2991",24,17.3333333333333,1,224,6296,1214,5082,0.024,0.00341073068345796,0.184514003294893
"SPU_012304",-0.0656494996701937,7.58503012222349,"SP-C1ORF84L",45,734.333333333333,0,378,42405,6041,36364,0.045,0.0201939647270194,0.0625724217844728
"SPU_012315",-1.12915936165276,4.32748671966483,"SP-Z215",11.3333333333333,0,0,0,3123,2534,589,0.0113333333333333,0,0
"SPU_012322",0.207315491292409,7.7653663063329,"SP-ECHN3",7.66666666666667,492,28.6666666666667,370.666666666667,22075,3364,18711,0.00766666666666667,0.0262946929613596,0.110186286167261
"SPU_012323",-2.66259618098729,4.55979509846517,"SP-CNTNAP4L",6,80,28.3333333333333,100.333333333333,6300,937,5363,0.006,0.0149170240537013,0.107079331198862
"SPU_012327",-1.96200469895241,5.50350156387792,"SP-TPCN1_1",46.6666666666667,432.666666666667,0,29.6666666666667,41973,917,41056,0.0466666666666667,0.0105384515458561,0.0323518720465285
"SPU_012329",-2.31184989533033,3.91165644267812,"SP-STX1",129,999,35.3333333333333,60.6666666666667,77361,854,76507,0.129,0.0130576287137125,0.0710382513661202
"SPU_012332",0.454512396466696,4.53424283208797,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012341",0.355787133863695,3.84068920744867,"SP-DNASE1_1",2.33333333333333,211.333333333333,13.6666666666667,103,6856,838,6018,0.00233333333333333,0.0351168716074,0.12291169451074
"SPU_012342",-0.466893275090333,6.36264296082352,"SP-SULT1C_3",39.3333333333333,60.6666666666667,0,35.6666666666667,4330,951,3379,0.0393333333333333,0.0179540297918516,0.0375043813529618
"SPU_012348",-0.157834884396124,6.74440862270288,"SP-FMO5_1",113.333333333333,81.3333333333333,0,208,7441,2601,4840,0.113333333333333,0.0168044077134986,0.0799692425990004
"SPU_012350",-0.280244914546459,4.92408279064373,"SP-IGF_14",4,30.6666666666667,0,1.33333333333333,28457,5913,22544,0.004,0.00136030281523539,0.00022549185410677
"SPU_012352",-2.53874381240992,5.48561678284675,"SP-IGF_6",21,289.666666666667,0,94.6666666666667,12704,3472,9232,0.021,0.0313763720392837,0.0272657450076805
"SPU_012361",-0.0350688927936595,6.33775244539641,"SP-KCTD3_1",44.3333333333333,16.3333333333333,0,21.3333333333333,11430,4260,7170,0.0443333333333333,0.00227801022780102,0.00500782472613458
"SPU_012371",-0.161908422705161,4.60649801225213,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012377",-0.907160084908872,5.77663240920152,"SP-MRPL35",16,19.3333333333333,0,5,6366,1917,4449,0.016,0.00434554581553907,0.00260824204486176
"SPU_012380",1.10847692670346,6.92653734676433,"SP-PARGL",0.666666666666667,336,204.666666666667,681,18984,3960,15024,0.000666666666666667,0.0223642172523962,0.171969696969697
"SPU_012382",-0.192864652839949,5.89362222224372,"SP-CLECT/LDLA/LRR/GPCR",29.6666666666667,296.333333333333,0,36,15224,2133,13091,0.0296666666666667,0.0226364168767346,0.0168776371308017
"SPU_012383",-0.774264560408067,4.92485042523238,"SP-KR/FA58C/CLECT/EGF/GPCR",9.33333333333333,62.3333333333333,0,17.3333333333333,51191,7164,44027,0.00933333333333333,0.00141579788160296,0.00241950493206775
"SPU_012396",1.78426179370714,6.31762259361088,"SP-BTF3L4",25,0,0,0,4857,3326,1531,0.025,0,0
"SPU_012401",0.700793125484213,6.60087340539488,"SP-HYPP_684",92.6666666666667,253.666666666667,0,183,9214,2276,6938,0.0926666666666667,0.0365619294705487,0.0804042179261863
"SPU_012403",-0.143912328390296,4.12731698695296,"SP-HYPP_76",7.66666666666667,225,0,207.333333333333,16565,3667,12898,0.00766666666666667,0.0174445650488448,0.0565403145168621
"SPU_012410",1.88360304625967,2.8591474688857,"SP-SRCR107",22.3333333333333,245,237.666666666667,121.333333333333,13099,3168,9931,0.0223333333333333,0.0246702245493908,0.0382996632996633
"SPU_012440",-0.457413004752996,6.96626007575344,"SP-APEXTRIN",74,46.6666666666667,0,46.6666666666667,4078,1200,2878,0.074,0.0162149640954366,0.0388888888888889
"SPU_012445",-1.52423430634002,4.86683595896327,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012453",0.216400307849425,5.19509512140375,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012469",-1.25198743979157,4.88683819941326,"SP-ELK",95.3333333333333,656.333333333333,343.666666666667,220.333333333333,11135,1362,9773,0.0953333333333333,0.0671578157508783,0.161771904062653
"SPU_012477",-0.646963010781454,5.75940544700196,"SP-CLECT/EGF/PANAPPLE",29.3333333333333,2052.66666666667,0,766,42155,3840,38315,0.0293333333333333,0.0535734481708643,0.199479166666667
"SPU_012479",-0.135701673297724,7.68925458879204,"SP-CLECT/TM_12",172,820.333333333333,0,831.333333333333,21914,5729,16185,0.172,0.0506847904438266,0.145109675917845
"SPU_012491",0.440284519369414,7.65850334881176,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012492",-0.0196675978044129,7.72532835333401,"SP-POLYPL_4",36.6666666666667,32.6666666666667,32.6666666666667,360.333333333333,4153,3894,259,0.0366666666666667,0.126126126126126,0.0925355247389146
"SPU_012502",-1.32206493751989,6.42551422349153,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012510",-1.27104489723236,5.02437283234133,"SP-HYPP_2037",65.6666666666667,216.666666666667,84,47,14228,1289,12939,0.0656666666666667,0.0167452404874153,0.0364623739332816
"SPU_012526",-0.070388982883531,7.00517380284194,"SP-HYPP_2038",25.6666666666667,218.333333333333,15,41.3333333333333,14900,1232,13668,0.0256666666666667,0.0159740513120671,0.0335497835497836
"SPU_012531",-1.09947203356589,6.42126993188351,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012533",0.826997979381258,6.52107913118142,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012535",0.421878096336954,6.42201453604563,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012538",0.418603015464819,8.79996601856021,"SP-HYPP_3061",88.3333333333333,424.333333333333,10.6666666666667,311.666666666667,22468,3153,19315,0.0883333333333333,0.0219691086375011,0.0988476583148324
"SPU_012540",-1.04451041975898,3.96539424752703,"SP-GATM",86.3333333333333,883,0,197,9824,1316,8508,0.0863333333333333,0.103784673248707,0.149696048632219
"SPU_012541",0.749002502170062,5.37535603926942,"SP-SYT7L_1",55.6666666666667,1046.66666666667,0,66.6666666666667,18687,995,17692,0.0556666666666667,0.0591604491672319,0.0670016750418761
"SPU_012548",2.20720384627665,3.8334129795647,"SP-SPARC_2",123.666666666667,1501.66666666667,1154.33333333333,17,28438,763,27675,0.123666666666667,0.0542607648298705,0.0222804718217562
"SPU_012549",-0.477118824975228,7.93656398253992,"SP-MT1-4/MMPL4",51.3333333333333,930,0,367.333333333333,12319,1572,10747,0.0513333333333333,0.0865357774262585,0.233672603901612
"SPU_012568",-1.21463814461692,6.17205412734209,"SP-HYPP_2039",132.333333333333,18.6666666666667,18.6666666666667,42.6666666666667,971,971,0,0.132333333333333,0,0.0439409543426021
"SPU_012583",0.899874942698038,5.59201879530616,"SP-Z383",12,162.666666666667,12,391.666666666667,13699,2813,10886,0.012,0.0149427399105885,0.139234506458111
"SPU_012590",-0.762215895107098,8.56261313697764,"SP-PCSK5",12,605.333333333333,0,364.666666666667,21375,3967,17408,0.012,0.0347732843137255,0.0919250483152676
"SPU_012602",-0.538923510064717,5.62339648255412,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012604",0.195782134236688,8.0362427176922,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012610",0.978269417976061,7.53735567704984,"SP-LRR/GPCR_4",46,425,72,236,7912,1741,6171,0.046,0.068870523415978,0.135554279149914
"SPU_012612",-0.208739531748589,5.93671689296582,"SP-HYPP_78",34.6666666666667,1058.33333333333,505,668.333333333333,49883,8045,41838,0.0346666666666667,0.0252959829182402,0.0830743733167599
"SPU_012626",0.603824998876886,6.22608033435636,"SP-LHH2BD",141.333333333333,75.3333333333333,0,105.666666666667,371,371,0,0.141333333333333,0,0.2848158131177
"SPU_012631",-0.245510513721903,6.56263879452437,"SP-NOTCHH2_2",80.3333333333333,927.333333333333,0,500.333333333333,27011,3902,23109,0.0803333333333333,0.0401286655992615,0.128224841961387
"SPU_012639",-0.75274062030124,3.59437337236596,"SP-EXOC7",4,162.666666666667,0,158,18155,3065,15090,0.004,0.0107797658493484,0.0515497553017945
"SPU_012646",0.430543089951006,3.07440368756311,"SP-ORCT",51.6666666666667,508.333333333333,8,150,12290,1586,10704,0.0516666666666667,0.0474900348779273,0.094577553593947
"SPU_012650",1.07814365422511,4.99521663348606,"SP-ENDRVT26",24,0,0,0,2986,2415,571,0.024,0,0
"SPU_012652",-0.120254044905146,6.83089069147789,"SP-PPPL_196",7.66666666666667,250.666666666667,0,21.3333333333333,17041,2636,14405,0.00766666666666667,0.0174013652666898,0.00809307030854831
"SPU_012655",-1.25576940798531,3.41085591906087,"SP-EGFI",33.6666666666667,661.333333333333,0,330.666666666667,14399,2082,12317,0.0336666666666667,0.0536927282076263,0.158821645853346
"SPU_012656",0.353605386223451,8.75198935842024,"SP-EGFIIIL",13.6666666666667,430,0,73,67673,1969,65704,0.0136666666666667,0.00654450261780105,0.037074657186389
"SPU_012663",-0.955089280725354,4.66124225135049,"SP-SLC22A3_4",46.6666666666667,344.666666666667,52,149,13043,1914,11129,0.0466666666666667,0.0309701380776949,0.0778474399164054
"SPU_012674",1.57280108631664,5.79342132706498,"SP-CDK9",56.3333333333333,0,0,113.666666666667,5649,2843,2806,0.0563333333333333,0,0.039981240473678
"SPU_012680",0.554667673884363,6.64003855574052,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012682",-1.11247655147009,4.95395011913266,"SP-ANGPTL1L",8,609.333333333333,450,193.666666666667,6225,1839,4386,0.008,0.138926888584891,0.105310857350009
"SPU_012690",-0.316509371859912,5.09647287617226,"SP-SLC15A2",76.3333333333333,717.666666666667,37.3333333333333,284.333333333333,24320,2305,22015,0.0763333333333333,0.032598985540162,0.123355025307303
"SPU_012692",1.38005223180497,5.84411601376773,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012693",-0.0909317292137265,6.88235683869404,"SP-PCLO",112,449,0,553.333333333333,15802,2046,13756,0.112,0.0326403024134923,0.270446399478658
"SPU_012699",-0.192537562442127,7.08279288689874,"SP-NKX6-1",183.333333333333,2253,1123.66666666667,112.333333333333,31634,1095,30539,0.183333333333333,0.0737745178296604,0.102587519025875
"SPU_012705",-0.10766089308129,7.36075255204516,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012710",1.40841675602889,6.39836166504624,"SP-DIAPH_1",110.333333333333,609,2.33333333333333,120,15819,1258,14561,0.110333333333333,0.041824050545979,0.095389507154213
"SPU_012715",-0.474728382894729,4.59086475128823,"SP-STX17",64,738,710,68.6666666666667,4061,1041,3020,0.064,0.244370860927152,0.0659622158181236
"SPU_012727",0.672438873427161,6.68099717663882,"SP-TST_1",116.333333333333,2040,0,123.666666666667,7092,926,6166,0.116333333333333,0.330846578008433,0.133549316054716
"SPU_012732",0.310884730757682,4.5650394939672,"SP-NDUFB3",35,0,0,0,1033,268,765,0.035,0,0
"SPU_012734",-1.41189655115497,4.71959673258311,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012738",0.428302966644138,7.14079446401595,"SP-HYPP_2048",8.33333333333333,470.666666666667,0,60.3333333333333,3891,1357,2534,0.00833333333333333,0.185740594580374,0.044460820437239
"SPU_012740",0.494935174140216,6.12160741183539,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012743",0.122223164763556,7.09019632932359,"SP-ARS_3",113,123.666666666667,0,183.666666666667,10233,2102,8131,0.113,0.0152092813512073,0.0873771011734856
"SPU_012745",-0.129285723260546,6.76608695304873,"SP-ST6GALNAC5_1",6.66666666666667,874.666666666667,267,63.6666666666667,34974,4323,30651,0.00666666666666667,0.0285363174665318,0.0147274269411674
"SPU_012748",3.22950012465702,4.07158547982633,"SP-CRNKL1_1",14,252.333333333333,12.6666666666667,72,14289,1694,12595,0.014,0.0200344051872436,0.0425029515938607
"SPU_012753",0.538918633682658,4.88315981150726,"SP-TRPA1L_3",74.6666666666667,391,0,144.666666666667,14353,2020,12333,0.0746666666666667,0.0317035595556637,0.0716171617161716
"SPU_012758",-0.937814226188309,6.36695607156815,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012761",-0.409783217547576,5.46589779094525,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012762",1.42544395290271,3.83531454892388,"SP-HYPP_7048",32.6666666666667,1230.66666666667,106,95.6666666666667,26650,1050,25600,0.0326666666666667,0.0480729166666667,0.0911111111111111
"SPU_012765",1.60855650177403,6.16099369483554,"SP-FOLR1",53.6666666666667,462.333333333333,462.333333333333,70,26326,1617,24709,0.0536666666666667,0.0187111308969741,0.0432900432900433
"SPU_012792",-0.38599179070282,6.1571578415756,"SP-TRPC3",70.6666666666667,402,16,285,26703,4551,22152,0.0706666666666667,0.0181473456121343,0.0626235992089651
"SPU_012793",-0.203689480116032,6.32898523574615,"SP-TRPC6_1",63,869,0,490.666666666667,19061,4206,14855,0.063,0.0584988219454729,0.116658741480425
"SPU_012799",0.458044038382775,8.15414354161586,"SP-ORXN/HPCLR1",28.6666666666667,207,166.666666666667,45.3333333333333,19406,1389,18017,0.0286666666666667,0.0114891491369262,0.0326373890088793
"SPU_012804",-0.91511965512426,4.88564684759737,"SP-UCKL1",81,364.333333333333,0,49.3333333333333,30432,4143,26289,0.081,0.0138587748995144,0.0119076353688953
"SPU_012805",0.654761479433078,2.78738376034183,"SP-FRK",43,238.333333333333,152.333333333333,69.6666666666667,14683,3271,11412,0.043,0.0208844491178876,0.0212982777947621
"SPU_012806",-0.699640957333332,5.90466476932053,NA,0,0,0,0,0,0,0,0,0,0
"SPU_012809",1.88499311964126,3.34075159670565,"SP-IA1/IC140-2",13.6666666666667,548,11.6666666666667,236,16933,1710,15223,0.0136666666666667,0.0359981606779216,0.138011695906433
