"geneid","int_meth_logFC","int_meth_logCPM","common_name","peak_density_TSS","peak_density_Introns","peak_density_Intron1","peak_density_Exons","gene_len","exon_len","intron_len","TSS_dens_norm","intron_dens_norm","exon_dens_norm"
"SPU_010785",-1.01843458787098,3.32780374558971,"SP-SLC24A2_1",196.666666666667,1709,792,22.6666666666667,67383,2239,65144,196.666666666667,0.0262341888738794,0.0101235670686318
"SPU_010788",0.184628748993734,7.6440131706895,"SP-FN3_27",94,297.666666666667,0,282,19707,4077,15630,94,0.0190445724034975,0.069168506254599
"SPU_0107880",2.23472672072505,1.36183702739364,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010790",-0.306438522720042,5.9690474329418,"SP-NGLY1_1",72.6666666666667,1261.66666666667,1261.66666666667,0,43536,963,42573,72.6666666666667,0.0296353714012794,0
"SPU_010791",0.487723393770095,6.51304479384025,"SP-CES2",77.6666666666667,371.333333333333,371.333333333333,0,16200,2167,14033,77.6666666666667,0.0264614361386256,0
"SPU_010799",-1.48305273926016,2.38585975993771,"SP-CDKL1",2.33333333333333,51,0,19,12955,1178,11777,2.33333333333333,0.00433047465398658,0.0161290322580645
"SPU_010805",-0.238959542717195,6.51867395148906,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0108223",-0.991369760056776,2.1218164772588,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0108225",0.979446617963407,2.08545430009777,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010823",-0.42167252248119,4.96965598173305,"SP-RPTP_MU",12,37,0,16.6666666666667,12708,3059,9649,12,0.00383459425847238,0.00544840361774
"SPU_010826",-1.67265495200164,3.44270363387995,"SP-UNC5CL_2",134.666666666667,0,0,6.66666666666667,3097,2056,1041,134.666666666667,0,0.00324254215304799
"SPU_010829",-0.45488652931177,4.80808235230965,"SP-EF2",1,917.666666666667,0,395.333333333333,24943,2689,22254,1,0.0412360324735628,0.147018718234784
"SPU_0108404",-1.32247439003269,3.04368880635691,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010846",0.446342006131177,5.19943485461811,"SP-NLK",93.3333333333333,1283.66666666667,294,59.6666666666667,37121,1290,35831,93.3333333333333,0.0358255886429814,0.0462532299741602
"SPU_010865",0.171864560446835,1.17931529549279,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010866",1.42490408142168,4.04566045708813,"SP-MMD2L",70,4736.33333333333,0,181,8992,758,8234,70,0.575216581653307,0.238786279683377
"SPU_010874",-0.437834388775121,4.77327579864527,"SP-LCMT1",32,231,66.3333333333333,111.333333333333,10366,1366,9000,32,0.0256666666666667,0.0815031722791606
"SPU_010890",-0.425634331004655,5.20290320888937,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010899",-0.108301441091974,6.43803908935782,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010904",0.150008889560517,4.79667316373425,"SP-POLPPL_90",554,0,0,0,3846,3567,279,554,0,0
"SPU_0109051",-0.332291136947293,3.48460702221808,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010909",-0.0460715026750581,7.03670017231098,"SP-SRCR93",0.666666666666667,0,0,0,33017,1372,31645,0.666666666666667,0,0
"SPU_010938",-0.396444871248521,5.55356610158086,"SP-HYPP_633",154.666666666667,425.333333333333,0,73.6666666666667,22633,3934,18699,154.666666666667,0.0227463144196659,0.018725639722081
"SPU_010942",-1.91728507318078,4.65555998623046,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010943",0.102976344667949,6.77892858438705,"SP-FASCIN1",10.6666666666667,0,0,0,28199,4098,24101,10.6666666666667,0,0
"SPU_010950",0.51311890460065,7.61344806974795,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010953",0.28737266666923,5.80696640951251,"SP-SRCR94",27,528,9.66666666666667,213,16900,1808,15092,27,0.0349854227405248,0.117809734513274
"SPU_0109545",-0.283236065701518,1.21669933068051,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010965",-0.319866734629648,2.3428973817955,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010980",1.24593483686078,5.25002648909421,"SP-ALOX5_6",74,92.3333333333333,0,21.6666666666667,11278,4259,7019,74,0.0131547703851451,0.00508726618141974
"SPU_010981",0.28101327292797,3.05446713996339,"SP-ALOX-4",79.6666666666667,235.666666666667,0,107.333333333333,13608,4301,9307,79.6666666666667,0.0253214426417392,0.0249554367201426
"SPU_010984",-0.273966312061779,7.87485985858269,"SP-LMF1",48,27.6666666666667,0,49,16678,1913,14765,48,0.00187380065470143,0.025614218504966
"SPU_0109840",-0.405770041997705,5.49848599087623,NA,0,0,0,0,0,0,0,0,0,0
"SPU_010986",0.57519164226913,3.34643853816602,"SP-KLHL7L",57,76.6666666666667,0,70,6361,1816,4545,57,0.0168683535020169,0.0385462555066079
"SPU_010993",2.07631643363772,2.82798301990846,"SP-SRCR97",87,101,0,318.333333333333,8643,3482,5161,87,0.0195698508041077,0.0914225540876891
"SPU_010994",0.92836628693851,4.82249260718734,"SP-SRCR98",54,20,0,45,5091,2284,2807,54,0.00712504453152832,0.0197022767075306
"SPU_011005",0.0772453464855535,6.35190326805142,"SP-ANKRPL",27,162.333333333333,0,64,33334,1387,31947,27,0.00508133262382488,0.0461427541456381
"SPU_011006",0.27625548102085,7.33449105519385,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011007",-2.30043849613208,2.13482116985662,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011011",-0.560558448293493,4.9857589348912,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011016",1.16078047838729,3.6098463927031,"SP-COLML",111.666666666667,184.666666666667,0,103,9602,2466,7136,111.666666666667,0.0258781763826607,0.0417680454176805
"SPU_011019",2.15680393499907,1.69216765301448,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011021",0.143935504613922,5.66992273952757,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0110229",1.1546604224635,3.89903462643517,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011023",3.63774062337055,3.41783580865378,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011024",-0.738307185125308,3.67019937497043,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011027",0.172381683622071,7.59871264913561,"SP-BRCA1L",3.66666666666667,110.333333333333,0,609.333333333333,14621,7509,7112,3.66666666666667,0.0155136857892763,0.081147067962889
"SPU_011034",-0.442782436206238,1.98703866670293,"SP-TROPMY2",93,151.666666666667,0,37.3333333333333,11435,3773,7662,93,0.0197946576176803,0.00989486703772418
"SPU_011036",-1.35492588160259,1.81778713693038,"SP-NR1",35,49.6666666666667,0,5,4289,738,3551,35,0.0139866704214775,0.00677506775067751
"SPU_011046",-0.430006895563435,4.85275487475511,"SP-B4GALT6_1",67,68.6666666666667,0,19.6666666666667,7663,1181,6482,67,0.0105934382392266,0.0166525543324866
"SPU_011049",0.98772920592763,4.01769942795335,"SP-UTP20_1",10,39.6666666666667,0,17.6666666666667,8054,1210,6844,10,0.00579583089811027,0.0146005509641873
"SPU_011056",-0.07092208816264,5.90904531559978,"SP-HYPP_1956",88.3333333333333,0,0,66.3333333333333,1838,964,874,88.3333333333333,0,0.0688105117565698
"SPU_011058",-0.0447243543770902,7.0288241976074,"SP-MFSD1_1",77.3333333333333,448.666666666667,0,150.333333333333,19878,2609,17269,77.3333333333333,0.0259810450325246,0.0576210553213236
"SPU_0110580",0.55021908191313,3.25537829008048,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0110582",-0.166494327584636,1.3999321674929,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011059",-0.347758347567583,5.27757139916768,"SP-PLA2G4B",91.6666666666667,93.3333333333333,0,17.6666666666667,11132,3895,7237,91.6666666666667,0.0128966883146792,0.00453572956782199
"SPU_011062",0.385657085599938,6.52638005062513,"SP-CUB/LDLA/GPCR_1",99.6666666666667,1087,37.6666666666667,350.666666666667,23148,1984,21164,99.6666666666667,0.0513608013608014,0.176747311827957
"SPU_011065",1.39226480306374,4.40975402986924,"SP-BETAGI",18,1346,184.666666666667,243,44974,1911,43063,18,0.0312565311288113,0.127158555729984
"SPU_011067",0.448779225241764,4.57311787006792,"SP-HYPP_1957",10.3333333333333,158.333333333333,13,112.333333333333,3574,1493,2081,10.3333333333333,0.0760852154412942,0.0752400089305649
"SPU_011073",-2.42750639443129,1.8368890378939,"SP-TTRSPN_7",60.3333333333333,278.333333333333,13.6666666666667,106.666666666667,9104,670,8434,60.3333333333333,0.0330013437672911,0.159203980099502
"SPU_011079",-0.225732870513869,4.80920930374622,"SP-DHX34_2",9.33333333333333,119,17.3333333333333,53.3333333333333,12225,944,11281,9.33333333333333,0.0105487102207251,0.0564971751412429
"SPU_011080",-0.441789588536886,5.67475670012203,"SP-SOXH",66,321.333333333333,71.6666666666667,454.333333333333,9026,3920,5106,66,0.0629324977151064,0.115901360544218
"SPU_011089",0.94766386172301,3.78985596645972,"SP-AADACL_3",40,10.3333333333333,0,9.33333333333333,5438,1264,4174,40,0.00247564286855135,0.00738396624472574
"SPU_011090",0.45883700788046,4.50456869552963,"SP-AADACL_4",19.3333333333333,20,0,0,4406,1238,3168,19.3333333333333,0.00631313131313131,0
"SPU_011093",0.0865679758077306,4.87787483655211,"SP-MCCC1",44,280,1,123.666666666667,20524,1897,18627,44,0.0150319428786171,0.0651906519065191
"SPU_011094",0.0164320065510459,7.30036992788534,"SP-NOC3L",3.33333333333333,8.33333333333333,0,13.3333333333333,9564,1483,8081,3.33333333333333,0.00103122550839418,0.00899078444594291
"SPU_011101",-0.315550976551968,4.19257613752444,"SP-SRCR99",79,709.333333333333,218,175,6182,715,5467,79,0.129748186086214,0.244755244755245
"SPU_011102",-0.467922662732399,3.01331986103416,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011105",-0.0323792925706618,5.45665705133575,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011106",0.282271502390242,2.51705980092165,"SP-ANXN",13.3333333333333,15.3333333333333,0,1.33333333333333,10287,947,9340,13.3333333333333,0.00164168451106353,0.00140795494544175
"SPU_011120",-2.84938508742216,2.21887844181488,"SP-SIAE_1",17.3333333333333,21.6666666666667,0,41,6006,1114,4892,17.3333333333333,0.00442899972744617,0.0368043087971275
"SPU_011121",0.0208350987785549,2.54337209505505,"SP-TMEM55B",58.3333333333333,248,12.3333333333333,31.3333333333333,15045,1345,13700,58.3333333333333,0.0181021897810219,0.0232961586121437
"SPU_011122",-0.0255425805474539,2.95709806913201,"SP-PIPOX_2",86.3333333333333,82.3333333333333,37.6666666666667,122,4063,1133,2930,86.3333333333333,0.0281001137656428,0.107678729037952
"SPU_011124",0.0195696716881506,6.84198530912562,"SP-P70RSK",96.6666666666667,418.333333333333,0,131.666666666667,20797,4449,16348,96.6666666666667,0.0255892667808498,0.0295946654678954
"SPU_011126",-0.154387470513586,7.01998615128394,"SP-NXN_1",95.3333333333333,88,64.3333333333333,100.333333333333,5391,555,4836,95.3333333333333,0.0181968569065343,0.180780780780781
"SPU_011130",0.557709313778165,7.54554287177839,"SP-WNT16",112.333333333333,833.333333333333,151,119.666666666667,19134,3718,15416,112.333333333333,0.0540563916277461,0.0321857629549937
"SPU_011133",-0.611213289048555,3.4367737929563,"SP-FUT4_2",42,0,0,48,3983,1409,2574,42,0,0.0340667139815472
"SPU_011137",-0.31317065225435,4.45912924609421,"SP-SLC16A10L",115.333333333333,219.666666666667,0,154,8370,1778,6592,115.333333333333,0.0333232200647249,0.0866141732283465
"SPU_011138",0.235875640929454,5.78223307283938,"SP-HYPP_1961",17.6666666666667,241,113,171.333333333333,11129,1472,9657,17.6666666666667,0.0249559904732319,0.116394927536232
"SPU_0111501",1.24391922110884,3.84513551344782,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011152",-0.0375888075602188,4.53018628505237,"SP-RPS18_1",4.66666666666667,25,0,11,3412,697,2715,4.66666666666667,0.00920810313075507,0.0157819225251076
"SPU_0111549",1.06046789130068,1.83975097219128,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011159",0.155286471344788,7.72505781556847,"SP-FOXRED1",49.3333333333333,96.6666666666667,0,88.6666666666667,12117,1547,10570,49.3333333333333,0.00914538000630716,0.057315233785822
"SPU_011160",-0.0178277185826717,7.13450892029757,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011163",1.15138359401129,4.87251472169563,"SP-CLECT_25",164.333333333333,90.6666666666667,90.6666666666667,21.3333333333333,4397,774,3623,164.333333333333,0.0250253013156684,0.0275624461670973
"SPU_011176",-1.84203646843583,3.10035635499725,"SP-CLECT/SCOP/7TM",28,1351.66666666667,383.333333333333,395,35134,2633,32501,28,0.0415884639446991,0.150018989745537
"SPU_011177",-0.439967838159547,3.8742735273022,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011181",0.482072686324833,7.25564055155752,"SP-HYPP_643",43.3333333333333,268.333333333333,0,0,55306,1119,54187,43.3333333333333,0.00495198725401542,0
"SPU_011190",0.214358279965739,5.84760341677371,"SP-STAM",50.6666666666667,66.6666666666667,0,0,18518,1758,16760,50.6666666666667,0.00397772474144789,0
"SPU_011192",0.329571275860447,4.95418212617238,"SP-CLECT/EGF_14",33.3333333333333,4.33333333333333,0,29.6666666666667,8887,1838,7049,33.3333333333333,0.000614744408190287,0.0161407326804498
"SPU_011199",-0.645734546115927,6.64466452217778,"SP-POLA2",40.3333333333333,68,0,9,11191,1621,9570,40.3333333333333,0.0071055381400209,0.00555212831585441
"SPU_011202",0.329116245804068,7.04434109385776,"SP-MEIS",130.666666666667,5065.33333333333,0,78.6666666666667,105759,1294,104465,130.666666666667,0.0484883294245281,0.0607934054611025
"SPU_011209",-0.0331545668724798,7.3820218388427,"SP-UNC44_292",1.66666666666667,158.333333333333,37.3333333333333,27,11402,1096,10306,1.66666666666667,0.0153632188369235,0.0246350364963504
"SPU_011213",-0.558291116697471,5.81312617033298,"SP-SRR_3",47,0,0,0,3126,1667,1459,47,0,0
"SPU_011216",0.232622353292824,6.23313723283701,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011222",0.286717968800977,6.41440729604479,"SP-SRCR101",105.333333333333,462.333333333333,95.3333333333333,221.666666666667,21511,4728,16783,105.333333333333,0.0275477169357882,0.0468838127467569
"SPU_0112221",0.880309148187102,3.24617378118502,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0112223",-0.573737332699439,4.92804910368615,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011224",0.0725098583838267,4.08608785160789,"SP-CLCA1_1",3,0,0,0,7568,1260,6308,3,0,0
"SPU_011225",-0.0653123746125971,5.24401492491178,"SP-NAALAD2L_12",76,38.3333333333333,0,21.3333333333333,4511,582,3929,76,0.00975651141087639,0.0366552119129439
"SPU_011237",-0.928555294630788,3.3134811245285,"SP-BCHE-4",82.3333333333333,12.3333333333333,0,52.6666666666667,7391,2415,4976,82.3333333333333,0.00247856377277599,0.021808143547274
"SPU_011239",0.412115759580617,4.14073344545496,"SP-IFT80L1",43,52,0,7.66666666666667,8919,1821,7098,43,0.00732600732600733,0.00421014094819696
"SPU_011240",1.2826794326337,3.17176662801613,"SP-CXORF58",29,106,28,140.333333333333,5508,1018,4490,29,0.0236080178173719,0.137851997380485
"SPU_011242",0.188750848865728,2.9640907582764,"SP-PEX5",38.6666666666667,544,32.6666666666667,233.666666666667,17690,1884,15806,38.6666666666667,0.0344173098823232,0.124026893135173
"SPU_011243",-0.0535263286029504,5.0863671321088,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011245",-0.666470477315956,6.23778156932662,"SP-CHST11_11",58.6666666666667,0,0,25.3333333333333,3180,1185,1995,58.6666666666667,0,0.0213783403656821
"SPU_011246",-0.0408149196130005,3.30658017965935,"SP-IRXB",90.6666666666667,110,0,25,6588,1710,4878,90.6666666666667,0.022550225502255,0.0146198830409357
"SPU_011251",-0.029704498101966,7.00274765618983,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011253",-0.0490359826936766,2.81406749519661,"SP-SNX30L",19,125,6,97.6666666666667,21325,5610,15715,19,0.00795418390073178,0.0174093879976233
"SPU_011257",-0.37304183055896,3.54544335396873,"SP-A2M",107,483,0,210,18252,2858,15394,107,0.0313758607249578,0.0734779566130161
"SPU_011258",-0.611452961120816,3.51900576187362,"SP-XPAPD2LMB",18,34.6666666666667,0,1.66666666666667,3993,537,3456,18,0.0100308641975309,0.00310366232153942
"SPU_011265",-2.64222378202333,2.8496088161656,"SP-AMT4",56.6666666666667,0,0,0,2167,360,1807,56.6666666666667,0,0
"SPU_011266",1.13637142500763,2.31952406829741,"SP-YTHDC1",31,375,41.3333333333333,183.333333333333,22281,4330,17951,31,0.0208902011030026,0.0423402617397999
"SPU_011272",1.26070021723319,4.63370447712679,"SP-Z431",50.6666666666667,443.666666666667,0,312.666666666667,21930,6541,15389,50.6666666666667,0.0288301167500596,0.0478010497885135
"SPU_0112740",0.686602000606949,4.65317749959427,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011280",-0.121886523878787,8.50395171443324,"SP-SP8",103.333333333333,1252.66666666667,1252.66666666667,0,39335,1459,37876,103.333333333333,0.0330728341605942,0
"SPU_011282",0.0219347055806322,8.18487944983065,"SP-PITPNA",44.3333333333333,0,0,0,15343,754,14589,44.3333333333333,0,0
"SPU_011283",0.321155097673209,7.24915819776091,"SP-PITPNA_1",45.6666666666667,750,0,24,24579,628,23951,45.6666666666667,0.031313932612417,0.0382165605095541
"SPU_011284",0.0634863562640255,8.48463704147176,"SP-EIF3AL",51,278.333333333333,0,0,444984,284,444700,51,0.000625890113184919,0
"SPU_0113010",-0.691916739673302,3.1862093899342,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011310",-0.863402042707037,5.98098447741418,"SP-NCAPD2-2",6,85,19,110.333333333333,17301,1952,15349,6,0.00553782005342368,0.0565232240437158
"SPU_011313",-0.356470441275129,5.0434452028995,"SP-NUDFC2",48.6666666666667,138.666666666667,40,60.3333333333333,4463,1583,2880,48.6666666666667,0.0481481481481481,0.0381132870077911
"SPU_011316",0.245470333233149,1.98920527672396,"SP-HYPP_1972",96.3333333333333,187.666666666667,0,93,5966,3761,2205,96.3333333333333,0.0851095993953137,0.0247274660994416
"SPU_0113212",0.133288045955184,6.7544026931908,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011331",0.0128978213614174,7.32379665719886,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011332",-0.447984811318269,7.63079321945509,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011334",-0.413708011849284,6.23281230261116,"SP-PDXDC1",16,18.3333333333333,0,2.66666666666667,25258,2757,22501,16,0.000814778602432484,0.00096723491718051
"SPU_0113343",0.379330778175781,3.75017990924986,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113346",1.38073338123919,4.95423697354968,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113349",0.74186708615621,4.47234191371801,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011337",0.678940804477223,3.81328702466263,"SP-FN3F_25",3,880,579.666666666667,147.333333333333,6808,1104,5704,3,0.154277699859748,0.133454106280193
"SPU_011338",-0.32570387541963,5.72637383237337,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011342",0.319575473259341,3.69535354295699,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011346",-0.0121083090730356,8.67824339566152,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011347",-0.226810852242335,6.40287421916646,"SP-PIPOX",70,505.666666666667,121,144.333333333333,18914,1190,17724,70,0.02853005341157,0.121288515406162
"SPU_011351",0.940144514700099,1.5523449808861,"SP-PPM1G",64,209,0,72.3333333333333,11754,1202,10552,64,0.0198066717210008,0.060177481974487
"SPU_011352",0.6884437037374,2.54845942519046,"SP-RPS3A",14.6666666666667,67.6666666666667,1.33333333333333,38.3333333333333,5663,900,4763,14.6666666666667,0.0142067324515361,0.0425925925925926
"SPU_011358",-0.31416413291279,6.51651151457234,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011364",-0.263193750431298,7.75422962925268,"SP-LSHMANLSNL_2",0.666666666666667,337.333333333333,0,101,22444,2294,20150,0.666666666666667,0.0167411083540116,0.0440278988666085
"SPU_0113641",1.32022403618262,4.26176652869169,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113642",-1.35999322790549,5.08695355426429,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113643",-0.750762846710447,4.99051597325114,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113644",-0.197328028115078,4.46885815019439,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113645",0.654923451154825,6.79994629355104,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113646",0.465771830721287,4.62160332612605,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113647",0.0808537150851166,4.84967062579438,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011371",0.141789675333518,5.008995213918,"SP-HYPP_1976",0.666666666666667,1.33333333333333,0,0,22218,1249,20969,0.666666666666667,6.35859284340375e-05,0
"SPU_0113710",0.0787961341356445,4.1566730534914,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113712",0.344289290502664,8.52745056374469,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011372",-0.416706443810436,7.74393362877074,"SP-AOX",96.6666666666667,2219.33333333333,1611.66666666667,349.333333333333,54155,3130,51025,96.6666666666667,0.043495018781643,0.11160809371672
"SPU_011383",0.101008018677824,7.42859067389851,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011391",-0.522029188381952,4.91329027426706,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011396",0.563730542451613,6.96161383906394,"SP-ZNF294",0.333333333333333,7.33333333333333,0,42.6666666666667,17246,3468,13778,0.333333333333333,0.000532249479847099,0.0123029603998462
"SPU_0113961",0.236577432385468,5.5928197906385,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113964",-0.248935574742144,5.11517146722155,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0113965",-1.41813536234129,3.863506951791,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011398",1.29552924512783,1.33261121346655,"SP-PPPL_194",68.3333333333333,0,0,0,2415,2256,159,68.3333333333333,0,0
"SPU_011404",-0.0331194828340187,7.03953292059197,"SP-RERGL2",132,1368.66666666667,1170,4.66666666666667,50798,1186,49612,132,0.0275874116477196,0.00393479482855537
"SPU_011408",1.48702323674406,2.82108260913437,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011414",-0.482156351920847,5.65648309998884,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011421",-0.238651715628294,5.31063118774977,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011426",0.611087450297845,4.76394359002552,"SP-EXONEPL",36.3333333333333,420.333333333333,179,301,13385,2350,11035,36.3333333333333,0.0380909228213261,0.128085106382979
"SPU_011431",-0.176715469082711,6.43854314250043,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011434",0.139055373156485,7.84041593093531,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011438",-0.441786239051686,4.75563643152442,"SP-UGT2B1_5",4,0,0,0,8895,1490,7405,4,0,0
"SPU_011442",1.00338596044564,1.6536154956739,"SP-NCBP1",22.3333333333333,521,0,228,19205,4867,14338,22.3333333333333,0.036337006556005,0.0468461064310664
"SPU_0114426",-0.36067477334886,6.52334599707447,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011445",-0.574425111461687,2.25442332278356,"SP-LRBA_1",176.666666666667,142.666666666667,30.6666666666667,17,15222,897,14325,176.666666666667,0.00995927865037813,0.0189520624303233
"SPU_011455",-0.399074240437559,9.06689358959521,"SP-TLR181",28,7.66666666666667,7.66666666666667,17,7304,1185,6119,28,0.00125292803835049,0.0143459915611814
"SPU_011457",-0.26925724449369,8.88629533662565,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011469",0.173729823407551,6.00703949922043,"SP-ACHE_20",36.3333333333333,170,0,26.3333333333333,5828,1330,4498,36.3333333333333,0.0377945753668297,0.0197994987468672
"SPU_011470",0.052914399506755,5.32711510659952,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011471",0.201914804173644,1.97656538736169,"SP-CSPEN3B",13.6666666666667,117.333333333333,0,4.66666666666667,8870,1690,7180,13.6666666666667,0.0163416898792943,0.00276134122287968
"SPU_011485",0.245229201961773,5.29746809444623,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011491",-0.0389762392517944,6.41856100483403,"SP-MCM2",1.33333333333333,0,0,0,7287,1877,5410,1.33333333333333,0,0
"SPU_011492",0.569469505384636,1.59972025263888,"SP-CUBNL_3",123.333333333333,376.333333333333,106.666666666667,154,12778,2791,9987,123.333333333333,0.0376823203497881,0.0551773557864565
"SPU_011497",-0.200957001692382,5.81540534846542,"SP-DUR3_1",88,178,0,60,5829,698,5131,88,0.034691093354122,0.0859598853868195
"SPU_0114992",1.01389438157818,4.10584297905308,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011502",-0.257329711034723,6.52304494340085,"SP-Z437",63.3333333333333,1290,0,175.333333333333,34631,2563,32068,63.3333333333333,0.0402270175876263,0.068409416048901
"SPU_0115023",-1.37907034430378,4.2630894386637,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115024",0.402796957955526,4.01430384709053,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011508",0.454028592960702,7.0017722173947,"SP-HYPP_69",180.666666666667,517.666666666667,206.333333333333,974.666666666667,28097,14363,13734,180.666666666667,0.0376923450317946,0.0678595465199935
"SPU_0115081",0.497167907129853,5.69197066306752,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115082",0.501781167754947,5.471278087586,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115084",0.583638706295399,4.16805395200205,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011509",0.141025891671332,5.81723968422726,"SP-TK12",200,852,42,326.333333333333,27965,5794,22171,200,0.0384285778719949,0.0563226326084455
"SPU_0115091",0.59146948222591,5.3516101492865,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115093",-0.586307841166171,3.78889741535332,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115094",-1.80663879648404,4.0654939491598,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011510",0.936283170386549,2.84522507723036,"SP-HYPP_1985",68.3333333333333,118.333333333333,0,151.333333333333,4301,600,3701,68.3333333333333,0.0319733405385932,0.252222222222222
"SPU_011511",0.145778338351208,8.07272115277257,"SP-EXOC3L",95,1457.66666666667,371,143,38007,1679,36328,95,0.0401251559861998,0.0851697438951757
"SPU_0115275",-0.130675794241521,3.24963604653098,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115350",-0.234853653373873,1.87080411126438,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115351",-0.591182481066171,3.343806399135,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011538",1.48551012101379,3.31276821781843,"SP-RHOGAP20",105,1010.33333333333,0,16.3333333333333,39277,4276,35001,105,0.0288658419283259,0.00381976925475522
"SPU_011542",0.228502746832852,7.28061851667023,"SP-GLIPR1L1",79.3333333333333,478.333333333333,20.6666666666667,155,13506,1766,11740,79.3333333333333,0.0407438955139125,0.0877689694224236
"SPU_0115420",-0.82001475177774,4.05443606738003,NA,0,0,0,0,0,0,0,0,0,0
"SPU_0115422",0.0172904760752356,3.44748311871321,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011543",-0.931917875580915,3.95644197518694,NA,0,0,0,0,0,0,0,0,0,0
"SPU_011555",0.148286412590076,4.09514257720832,"SP-VPRBP-2",14.6666666666667,34.3333333333333,0,19.3333333333333,11085,2021,9064,14.6666666666667,0.00378787878787879,0.00956622134256968
